Fixed cost (€/day)	Driver wage (€/h)	Max speed (km/h)	Weight (kg/unit)
400	18	80	200

a1(€/h)	b1(€/km)	c1(€ h^2/km^3)	d1(€/kg/km)	a2(€/h)	b2(€/km)	c2(€ h^2/km^3)	d2(€/kg/km)	s2(€/kg/day)
7.33	0.0945	0.0000382	0.0000149	2.42	0.0312	0.0000126	0.00000493	0.000136

Name	X(km)	Y(km)	demRate (units/day)	cap (units)	delTime (h)	delCost (€)	holdCost (€/unit/day)
DC	155	155	0	100	0.5	20	0
1	134	70	7.6	15.2	0.25	10	0.08
2	125	179	0.2	1.6	0.25	10	0.08
3	103	53	6.2	24.8	0.25	10	0.08
4	182	161	9.8	49	0.25	10	0.08
5	114	195	2.4	7.2	0.25	10	0.08
6	177	108	7.6	38	0.25	10	0.08
7	280	239	1	7	0.25	10	0.08
8	180	203	7.4	66.6	0.25	10	0.08
9	169	217	1.4	5.6	0.25	10	0.08
10	110	136	0.2	2	0.25	10	0.08
11	295	190	3.2	12.8	0.25	10	0.08
12	206	295	2.4	4.8	0.25	10	0.08
13	179	116	0.2	0.4	0.25	10	0.08
14	254	257	7.2	43.2	0.25	10	0.08
15	80	39	2.6	18.2	0.25	10	0.08
16	285	71	5.4	32.4	0.25	10	0.08
17	228	196	2.2	17.6	0.25	10	0.08
18	158	127	9.4	94	0.25	10	0.08
19	129	220	8	40	0.25	10	0.08
20	108	140	3.4	10.2	0.25	10	0.08
21	27	93	1.2	6	0.25	10	0.08
22	87	217	5	50	0.25	10	0.08
23	140	145	3.6	32.4	0.25	10	0.08
24	241	247	5.8	52.2	0.25	10	0.08
25	89	160	3.6	18	0.25	10	0.08
26	181	116	3.2	9.6	0.25	10	0.08
27	104	172	4	12	0.25	10	0.08
28	116	262	9	63	0.25	10	0.08
29	121	51	1.6	12.8	0.25	10	0.08
30	183	100	5.2	26	0.25	10	0.08
31	265	219	4	40	0.25	10	0.08
32	273	134	1.8	10.8	0.25	10	0.08
33	153	210	7.8	23.4	0.25	10	0.08
34	173	174	0.6	4.2	0.25	10	0.08
35	195	279	0.6	2.4	0.25	10	0.08
36	204	71	4	36	0.25	10	0.08
37	160	151	9.2	64.4	0.25	10	0.08
38	129	191	6.8	68	0.25	10	0.08
39	121	167	5.2	20.8	0.25	10	0.08
40	122	286	5.6	16.8	0.25	10	0.08
41	30	182	1.6	3.2	0.25	10	0.08
42	125	134	4	12	0.25	10	0.08
43	147	143	0.8	6.4	0.25	10	0.08
44	75	171	0.4	4	0.25	10	0.08
45	116	101	6.2	18.6	0.25	10	0.08
46	205	160	2.8	16.8	0.25	10	0.08
47	168	65	3.2	22.4	0.25	10	0.08
48	170	142	10	100	0.25	10	0.08
49	163	209	5.6	33.6	0.25	10	0.08
50	134	167	7.8	70.2	0.25	10	0.08
51	194	218	3.6	28.8	0.25	10	0.08
52	172	150	5	45	0.25	10	0.08
53	163	92	2.8	16.8	0.25	10	0.08
54	245	207	1.8	5.4	0.25	10	0.08
55	163	181	8.6	68.8	0.25	10	0.08
56	31	186	2.8	28	0.25	10	0.08
57	62	140	10	100	0.25	10	0.08
58	118	72	1	2	0.25	10	0.08
59	125	177	5.4	16.2	0.25	10	0.08
60	155	158	7.2	64.8	0.25	10	0.08
61	60	118	8.2	65.6	0.25	10	0.08
62	155	77	7.2	36	0.25	10	0.08
63	177	216	0.8	8	0.25	10	0.08
64	154	154	0.2	0.8	0.25	10	0.08
65	176	164	2.4	19.2	0.25	10	0.08
66	187	143	7.6	30.4	0.25	10	0.08
67	241	37	0.6	3	0.25	10	0.08
68	239	30	9.8	29.4	0.25	10	0.08
69	44	202	1.8	9	0.25	10	0.08
70	151	158	3.6	32.4	0.25	10	0.08
71	153	274	6.4	12.8	0.25	10	0.08
72	172	153	9.6	67.2	0.25	10	0.08
73	96	64	4.8	38.4	0.25	10	0.08
74	249	256	3	30	0.25	10	0.08
75	201	14	5.8	23.2	0.25	10	0.08
76	252	64	1.2	7.2	0.25	10	0.08
77	87	220	9	18	0.25	10	0.08
78	61	123	3.2	32	0.25	10	0.08
79	49	198	0.8	7.2	0.25	10	0.08
80	109	147	6.8	27.2	0.25	10	0.08
81	144	159	8.6	77.4	0.25	10	0.08
82	201	121	3.8	38	0.25	10	0.08
83	96	275	8.6	34.4	0.25	10	0.08
84	213	168	4.6	13.8	0.25	10	0.08
85	238	45	2.4	9.6	0.25	10	0.08
86	125	63	1	8	0.25	10	0.08
-1
