Fixed cost (€/day)	Driver wage (€/h)	Max speed (km/h)	Weight (kg/unit)
400	18	80	200

a1(€/h)	b1(€/km)	c1(€ h^2/km^3)	d1(€/kg/km)	a2(€/h)	b2(€/km)	c2(€ h^2/km^3)	d2(€/kg/km)	s2(€/kg/day)
7.33	0.0945	0.0000382	0.0000149	2.42	0.0312	0.0000126	0.00000493	0.000136

Name	X(km)	Y(km)	demRate (units/day)	cap (units)	delTime (h)	delCost (€)	holdCost (€/unit/day)
DC	171	171	0	100	0.5	20	0
1	154	181	10	100	0.25	10	0.08
2	186	128	5.6	28	0.25	10	0.08
3	109	266	8.6	43	0.25	10	0.08
4	52	173	1	6	0.25	10	0.08
5	281	220	2.8	11.2	0.25	10	0.08
6	208	176	6.8	13.6	0.25	10	0.08
7	196	240	3.6	25.2	0.25	10	0.08
8	246	96	1.2	7.2	0.25	10	0.08
9	157	119	10	20	0.25	10	0.08
10	4	135	6.8	54.4	0.25	10	0.08
11	140	116	4.2	12.6	0.25	10	0.08
12	163	181	6	54	0.25	10	0.08
13	70	146	3.6	32.4	0.25	10	0.08
14	334	136	10	100	0.25	10	0.08
15	325	124	2.8	5.6	0.25	10	0.08
16	187	196	4	40	0.25	10	0.08
17	47	237	1.6	9.6	0.25	10	0.08
18	205	209	7.2	50.4	0.25	10	0.08
19	141	190	8.6	34.4	0.25	10	0.08
20	253	284	3.8	11.4	0.25	10	0.08
21	110	192	6.6	39.6	0.25	10	0.08
22	60	63	8.2	65.6	0.25	10	0.08
23	338	191	0.2	1.8	0.25	10	0.08
24	199	136	5.2	31.2	0.25	10	0.08
25	48	61	2.6	15.6	0.25	10	0.08
26	67	205	0.6	1.8	0.25	10	0.08
27	213	200	4.8	24	0.25	10	0.08
28	128	60	6.6	19.8	0.25	10	0.08
29	111	104	9.8	29.4	0.25	10	0.08
30	119	289	5.6	56	0.25	10	0.08
31	80	134	1.4	9.8	0.25	10	0.08
32	186	209	4.6	36.8	0.25	10	0.08
33	15	193	6.8	61.2	0.25	10	0.08
34	152	262	5	25	0.25	10	0.08
35	183	176	1.6	3.2	0.25	10	0.08
36	91	109	7.2	64.8	0.25	10	0.08
37	231	196	1.4	11.2	0.25	10	0.08
38	117	152	4.8	14.4	0.25	10	0.08
39	180	177	0.8	4.8	0.25	10	0.08
40	171	170	1.8	10.8	0.25	10	0.08
41	55	165	8.2	32.8	0.25	10	0.08
42	235	86	7	42	0.25	10	0.08
43	181	221	5.8	11.6	0.25	10	0.08
44	314	244	6.2	43.4	0.25	10	0.08
45	170	187	8.4	25.2	0.25	10	0.08
46	160	171	9.6	38.4	0.25	10	0.08
47	188	187	4.2	21	0.25	10	0.08
48	264	176	2.2	15.4	0.25	10	0.08
49	181	167	2.6	20.8	0.25	10	0.08
50	175	156	1.4	2.8	0.25	10	0.08
51	159	172	4.4	22	0.25	10	0.08
52	44	137	3.2	32	0.25	10	0.08
53	174	200	6	60	0.25	10	0.08
54	187	102	5.8	17.4	0.25	10	0.08
55	177	121	4.6	41.4	0.25	10	0.08
56	311	242	2.4	14.4	0.25	10	0.08
57	198	199	1	4	0.25	10	0.08
-1
