Fixed cost (€/day)	Driver wage (€/h)	Max speed (km/h)	Weight (kg/unit)
400	18	80	200

a1(€/h)	b1(€/km)	c1(€ h^2/km^3)	d1(€/kg/km)	a2(€/h)	b2(€/km)	c2(€ h^2/km^3)	d2(€/kg/km)	s2(€/kg/day)
7.33	0.0945	0.0000382	0.0000149	2.42	0.0312	0.0000126	0.00000493	0.000136

Name	X(km)	Y(km)	demRate (units/day)	cap (units)	delTime (h)	delCost (€)	holdCost (€/unit/day)
DC	92	92	0	100	0.5	20	0
1	73	78	5.8	52.2	0.25	10	0.08
2	97	180	2	18	0.25	10	0.08
3	49	158	7.6	76	0.25	10	0.08
4	110	99	6.8	54.4	0.25	10	0.08
5	92	89	3.6	14.4	0.25	10	0.08
6	26	90	7.6	22.8	0.25	10	0.08
7	41	49	0.2	0.8	0.25	10	0.08
8	81	129	4.4	22	0.25	10	0.08
9	89	111	0.8	7.2	0.25	10	0.08
10	109	95	7.4	29.6	0.25	10	0.08
11	21	73	9	27	0.25	10	0.08
12	112	83	5.4	54	0.25	10	0.08
13	76	141	6.8	27.2	0.25	10	0.08
14	16	120	7.8	78	0.25	10	0.08
15	10	127	8.2	32.8	0.25	10	0.08
16	171	84	5.8	52.2	0.25	10	0.08
17	96	107	9.4	18.8	0.25	10	0.08
18	79	75	6	54	0.25	10	0.08
19	45	138	6.2	49.6	0.25	10	0.08
20	95	8	1.4	7	0.25	10	0.08
21	158	65	7.4	51.8	0.25	10	0.08
22	51	107	2.6	20.8	0.25	10	0.08
23	78	157	5.4	16.2	0.25	10	0.08
24	64	165	8.2	24.6	0.25	10	0.08
25	88	104	8.8	61.6	0.25	10	0.08
26	25	48	3	27	0.25	10	0.08
27	160	91	4.4	8.8	0.25	10	0.08
28	121	78	9.2	82.8	0.25	10	0.08
29	126	113	4.6	13.8	0.25	10	0.08
30	95	106	2	10	0.25	10	0.08
31	161	79	7.4	44.4	0.25	10	0.08
32	120	11	6.6	59.4	0.25	10	0.08
33	98	151	1.2	7.2	0.25	10	0.08
34	109	102	3.4	6.8	0.25	10	0.08
35	99	113	2.4	24	0.25	10	0.08
36	88	98	5	25	0.25	10	0.08
37	97	78	1.4	8.4	0.25	10	0.08
38	89	174	9	36	0.25	10	0.08
39	92	92	2.8	19.6	0.25	10	0.08
40	7	92	5.8	11.6	0.25	10	0.08
41	115	115	9	63	0.25	10	0.08
42	65	124	2	20	0.25	10	0.08
43	98	87	5.6	16.8	0.25	10	0.08
44	112	72	8.4	58.8	0.25	10	0.08
45	25	106	6.6	33	0.25	10	0.08
46	98	66	0.4	4	0.25	10	0.08
47	113	81	6	18	0.25	10	0.08
48	40	51	3.8	15.2	0.25	10	0.08
49	106	88	1.6	12.8	0.25	10	0.08
50	39	130	6.6	66	0.25	10	0.08
51	138	15	1.6	3.2	0.25	10	0.08
52	103	105	5.8	40.6	0.25	10	0.08
-1
