Fixed cost (€/day)	Driver wage (€/h)	Max speed (km/h)	Weight (kg/unit)
400	18	80	200

a1(€/h)	b1(€/km)	c1(€ h^2/km^3)	d1(€/kg/km)	a2(€/h)	b2(€/km)	c2(€ h^2/km^3)	d2(€/kg/km)	s2(€/kg/day)
7.33	0.0945	0.0000382	0.0000149	2.42	0.0312	0.0000126	0.00000493	0.000136

Name	X(km)	Y(km)	demRate (units/day)	cap (units)	delTime (h)	delCost (€)	holdCost (€/unit/day)
DC	87	87	0	100	0.5	20	0
1	65	151	6.2	100	0.25	10	0.08
2	14	48	9.2	100	0.25	10	0.08
3	140	115	4.4	100	0.25	10	0.08
4	97	129	3	100	0.25	10	0.08
5	72	94	2.8	100	0.25	10	0.08
6	88	84	5.2	100	0.25	10	0.08
7	80	74	9	100	0.25	10	0.08
8	60	107	3.2	100	0.25	10	0.08
9	68	84	5.6	100	0.25	10	0.08
10	11	75	6.2	100	0.25	10	0.08
11	45	94	8.4	100	0.25	10	0.08
12	83	68	10	100	0.25	10	0.08
13	18	42	4.6	100	0.25	10	0.08
14	50	88	1.2	100	0.25	10	0.08
15	42	15	3.6	100	0.25	10	0.08
16	77	158	5	100	0.25	10	0.08
17	22	54	2.8	100	0.25	10	0.08
18	135	120	1.6	100	0.25	10	0.08
19	69	80	9.8	100	0.25	10	0.08
20	132	147	9	100	0.25	10	0.08
21	99	95	1.6	100	0.25	10	0.08
22	150	80	9.2	100	0.25	10	0.08
23	90	55	9	100	0.25	10	0.08
24	131	107	2.4	100	0.25	10	0.08
25	46	121	0.2	100	0.25	10	0.08
26	84	68	3	100	0.25	10	0.08
27	170	91	2.2	100	0.25	10	0.08
28	142	84	0.4	100	0.25	10	0.08
29	66	143	2.2	100	0.25	10	0.08
30	75	75	7.8	100	0.25	10	0.08
31	48	97	5.4	100	0.25	10	0.08
32	68	116	8.2	100	0.25	10	0.08
33	90	135	0.2	100	0.25	10	0.08
34	74	115	3.8	100	0.25	10	0.08
35	95	94	2	100	0.25	10	0.08
36	111	88	1.6	100	0.25	10	0.08
37	130	72	5.6	100	0.25	10	0.08
38	67	103	5.8	100	0.25	10	0.08
39	115	108	8.6	100	0.25	10	0.08
40	113	22	4	100	0.25	10	0.08
41	66	73	8	100	0.25	10	0.08
42	87	64	1.2	100	0.25	10	0.08
43	121	101	8.6	100	0.25	10	0.08
44	97	116	5.4	100	0.25	10	0.08
45	57	114	4	100	0.25	10	0.08
46	75	102	4.6	100	0.25	10	0.08
47	133	63	8.6	100	0.25	10	0.08
48	69	91	8.4	100	0.25	10	0.08
49	84	78	6.2	100	0.25	10	0.08
50	146	56	8.6	100	0.25	10	0.08
51	34	146	8	100	0.25	10	0.08
52	89	43	9.2	100	0.25	10	0.08
53	121	34	9	100	0.25	10	0.08
54	90	87	9.8	100	0.25	10	0.08
55	83	136	7.6	100	0.25	10	0.08
56	87	86	2.6	100	0.25	10	0.08
57	8	97	8.8	100	0.25	10	0.08
58	169	78	2	100	0.25	10	0.08
59	117	154	2.4	100	0.25	10	0.08
60	13	111	5.4	100	0.25	10	0.08
61	83	80	2	100	0.25	10	0.08
62	59	157	8.6	100	0.25	10	0.08
63	127	119	1.6	100	0.25	10	0.08
64	70	8	1.6	100	0.25	10	0.08
65	35	97	1.2	100	0.25	10	0.08
66	80	130	7.8	100	0.25	10	0.08
67	15	62	4.8	100	0.25	10	0.08
68	101	147	4.2	100	0.25	10	0.08
69	86	90	1.4	100	0.25	10	0.08
70	149	112	5.8	100	0.25	10	0.08
71	96	87	2.2	100	0.25	10	0.08
72	4	81	2.8	100	0.25	10	0.08
73	64	80	1.6	100	0.25	10	0.08
74	156	58	5.8	100	0.25	10	0.08
75	28	34	3.2	100	0.25	10	0.08
76	98	89	7.6	100	0.25	10	0.08
77	115	47	1.4	100	0.25	10	0.08
78	153	80	9.6	100	0.25	10	0.08
79	138	55	5.4	100	0.25	10	0.08
80	54	140	7	100	0.25	10	0.08
81	13	93	0.4	100	0.25	10	0.08
82	143	108	1.2	100	0.25	10	0.08
83	131	26	10	100	0.25	10	0.08
84	9	51	5.2	100	0.25	10	0.08
85	157	66	10	100	0.25	10	0.08
86	77	126	2.8	100	0.25	10	0.08
87	89	85	5.6	100	0.25	10	0.08
88	26	129	5.4	100	0.25	10	0.08
89	85	89	2.4	100	0.25	10	0.08
90	88	5	6.6	100	0.25	10	0.08
91	129	63	9.6	100	0.25	10	0.08
92	140	100	9	100	0.25	10	0.08
93	21	105	1	100	0.25	10	0.08
94	90	133	3.6	100	0.25	10	0.08
95	104	113	8	100	0.25	10	0.08
96	20	132	8	100	0.25	10	0.08
97	61	90	4.6	100	0.25	10	0.08
98	120	49	4	100	0.25	10	0.08
99	42	87	7.2	100	0.25	10	0.08
100	96	77	4.2	100	0.25	10	0.08
101	77	84	4.8	100	0.25	10	0.08
102	85	139	5.4	100	0.25	10	0.08
103	69	10	0.6	100	0.25	10	0.08
104	90	46	5.2	100	0.25	10	0.08
105	59	39	0.4	100	0.25	10	0.08
106	84	72	8.8	100	0.25	10	0.08
107	130	91	3.8	100	0.25	10	0.08
108	168	87	2.8	100	0.25	10	0.08
-1
