Fixed cost (€/day)	Driver wage (€/h)	Max speed (km/h)	Weight (kg/unit)
400	18	80	200

a1(€/h)	b1(€/km)	c1(€ h^2/km^3)	d1(€/kg/km)	a2(€/h)	b2(€/km)	c2(€ h^2/km^3)	d2(€/kg/km)	s2(€/kg/day)
7.33	0.0945	0.0000382	0.0000149	2.42	0.0312	0.0000126	0.00000493	0.000136

Name	X(km)	Y(km)	demRate (units/day)	cap (units)	delTime (h)	delCost (€)	holdCost (€/unit/day)
DC	78	78	0	100	0.5	20	0
1	90	146	4	8	0.25	10	0.8
2	144	58	5.4	10.8	0.25	10	0.8
3	14	51	1.2	12	0.25	10	0.8
4	118	25	0.4	2	0.25	10	0.8
5	87	73	8.4	25.2	0.25	10	0.8
6	69	48	8.4	58.8	0.25	10	0.8
7	33	108	5	40	0.25	10	0.8
8	101	23	7.6	45.6	0.25	10	0.8
9	71	132	9.6	38.4	0.25	10	0.8
10	142	105	7.6	15.2	0.25	10	0.8
11	86	79	7.8	46.8	0.25	10	0.8
12	81	84	7	49	0.25	10	0.8
13	74	68	9.8	29.4	0.25	10	0.8
14	90	93	3.4	17	0.25	10	0.8
15	78	147	9	90	0.25	10	0.8
16	6	64	3.2	19.2	0.25	10	0.8
17	30	116	2	20	0.25	10	0.8
18	50	90	5	50	0.25	10	0.8
19	23	67	2	14	0.25	10	0.8
20	63	120	3.6	10.8	0.25	10	0.8
21	78	77	1.2	8.4	0.25	10	0.8
22	91	71	6.4	44.8	0.25	10	0.8
23	142	53	4.2	21	0.25	10	0.8
24	109	73	6	48	0.25	10	0.8
25	77	80	0.4	2.4	0.25	10	0.8
26	98	21	2.4	7.2	0.25	10	0.8
27	131	133	2	18	0.25	10	0.8
28	65	99	9.4	84.6	0.25	10	0.8
29	78	78	4.2	16.8	0.25	10	0.8
30	79	49	0.4	2.8	0.25	10	0.8
31	80	118	4.8	43.2	0.25	10	0.8
32	72	83	4.4	44	0.25	10	0.8
33	80	77	3.4	13.6	0.25	10	0.8
34	42	45	7.2	72	0.25	10	0.8
35	65	47	6	36	0.25	10	0.8
36	35	24	7.6	22.8	0.25	10	0.8
37	69	76	4.8	14.4	0.25	10	0.8
38	117	25	1	7	0.25	10	0.8
39	100	67	2.4	4.8	0.25	10	0.8
40	86	79	5.6	33.6	0.25	10	0.8
41	76	77	9.8	29.4	0.25	10	0.8
42	117	96	3.8	26.6	0.25	10	0.8
43	76	59	4.4	17.6	0.25	10	0.8
44	121	103	0.2	1.4	0.25	10	0.8
45	23	57	1	3	0.25	10	0.8
46	53	34	7.8	78	0.25	10	0.8
47	78	79	7.8	46.8	0.25	10	0.8
48	77	78	7.4	14.8	0.25	10	0.8
49	111	127	1.2	6	0.25	10	0.8
50	79	79	9.8	98	0.25	10	0.8
51	82	83	5.6	50.4	0.25	10	0.8
52	82	56	9.8	98	0.25	10	0.8
53	98	32	1.6	14.4	0.25	10	0.8
54	43	108	9.2	46	0.25	10	0.8
55	84	83	8.2	49.2	0.25	10	0.8
56	141	93	3	30	0.25	10	0.8
57	145	109	9.4	65.8	0.25	10	0.8
58	73	53	5.2	15.6	0.25	10	0.8
59	36	26	3	6	0.25	10	0.8
60	88	41	8	16	0.25	10	0.8
61	83	80	1.2	10.8	0.25	10	0.8
62	16	96	4	12	0.25	10	0.8
63	89	65	4.6	32.2	0.25	10	0.8
64	52	49	6.6	39.6	0.25	10	0.8
65	110	34	2	18	0.25	10	0.8
66	77	87	4	16	0.25	10	0.8
67	94	56	3.6	14.4	0.25	10	0.8
68	72	79	7.6	60.8	0.25	10	0.8
69	11	107	0.8	6.4	0.25	10	0.8
70	85	59	4.4	39.6	0.25	10	0.8
71	71	18	0.2	1.8	0.25	10	0.8
72	118	93	8.4	75.6	0.25	10	0.8
73	9	113	10	70	0.25	10	0.8
74	18	100	9.2	73.6	0.25	10	0.8
75	77	90	7.8	78	0.25	10	0.8
76	75	82	5.8	40.6	0.25	10	0.8
77	104	100	8.4	16.8	0.25	10	0.8
78	119	103	1.4	5.6	0.25	10	0.8
79	64	60	5.2	31.2	0.25	10	0.8
80	78	81	7.6	30.4	0.25	10	0.8
81	96	42	5	45	0.25	10	0.8
82	40	98	0.6	3.6	0.25	10	0.8
83	80	77	2.6	15.6	0.25	10	0.8
84	16	31	8.2	82	0.25	10	0.8
85	76	64	7.8	70.2	0.25	10	0.8
86	27	96	7	28	0.25	10	0.8
87	90	85	3.4	20.4	0.25	10	0.8
88	63	87	4.6	27.6	0.25	10	0.8
89	75	63	7.2	64.8	0.25	10	0.8
90	32	28	8.2	24.6	0.25	10	0.8
91	124	108	0.8	2.4	0.25	10	0.8
92	139	62	5.6	44.8	0.25	10	0.8
93	54	83	6.6	46.2	0.25	10	0.8
94	98	40	2.2	6.6	0.25	10	0.8
95	76	10	3.6	36	0.25	10	0.8
96	74	55	5	50	0.25	10	0.8
97	12	38	7	14	0.25	10	0.8
98	76	73	8.2	32.8	0.25	10	0.8
99	18	56	5.2	15.6	0.25	10	0.8
100	69	20	2.8	28	0.25	10	0.8
101	100	116	1.6	6.4	0.25	10	0.8
102	30	135	4.2	29.4	0.25	10	0.8
103	111	40	2.6	20.8	0.25	10	0.8
104	48	116	8.4	67.2	0.25	10	0.8
105	105	42	8.4	84	0.25	10	0.8
106	81	93	5.8	17.4	0.25	10	0.8
107	75	77	2.2	11	0.25	10	0.8
108	9	96	3.6	10.8	0.25	10	0.8
109	79	63	9.6	28.8	0.25	10	0.8
110	61	53	7.8	15.6	0.25	10	0.8
111	69	75	2.8	16.8	0.25	10	0.8
112	8	93	0.6	2.4	0.25	10	0.8
113	74	28	1	7	0.25	10	0.8
114	132	36	3.8	11.4	0.25	10	0.8
115	23	27	1	3	0.25	10	0.8
116	89	111	8.6	34.4	0.25	10	0.8
117	66	111	7.4	74	0.25	10	0.8
118	79	79	3	18	0.25	10	0.8
119	60	66	0.2	0.4	0.25	10	0.8
-1
