Fixed cost (€/day)	Driver wage (€/h)	Max speed (km/h)	Weight (kg/unit)
400	18	80	200

a1(€/h)	b1(€/km)	c1(€ h^2/km^3)	d1(€/kg/km)	a2(€/h)	b2(€/km)	c2(€ h^2/km^3)	d2(€/kg/km)	s2(€/kg/day)
7.33	0.0945	0.0000382	0.0000149	2.42	0.0312	0.0000126	0.00000493	0.000136

Name	X(km)	Y(km)	demRate (units/day)	cap (units)	delTime (h)	delCost (€)	holdCost (€/unit/day)
DC	81	81	0	100	0.5	20	0
1	104	120	7.6	100	0.25	10	0.8
2	63	154	3.8	100	0.25	10	0.8
3	144	43	0.8	100	0.25	10	0.8
4	82	94	4.2	100	0.25	10	0.8
5	130	84	1.6	100	0.25	10	0.8
6	162	89	7.2	100	0.25	10	0.8
7	30	113	5.4	100	0.25	10	0.8
8	91	85	8.4	100	0.25	10	0.8
9	92	84	9	100	0.25	10	0.8
10	61	127	3.4	100	0.25	10	0.8
11	88	126	4.8	100	0.25	10	0.8
12	83	84	8	100	0.25	10	0.8
13	48	37	2.4	100	0.25	10	0.8
14	100	100	5.8	100	0.25	10	0.8
15	91	149	8	100	0.25	10	0.8
16	30	75	4.6	100	0.25	10	0.8
17	56	128	0.2	100	0.25	10	0.8
18	82	146	4.6	100	0.25	10	0.8
19	104	17	4.6	100	0.25	10	0.8
20	102	85	1.6	100	0.25	10	0.8
21	117	45	8.8	100	0.25	10	0.8
22	51	125	1	100	0.25	10	0.8
23	68	71	3.8	100	0.25	10	0.8
24	79	36	5.8	100	0.25	10	0.8
25	138	53	5	100	0.25	10	0.8
26	35	38	5.6	100	0.25	10	0.8
27	8	93	9	100	0.25	10	0.8
28	79	80	8.6	100	0.25	10	0.8
29	127	24	5.6	100	0.25	10	0.8
30	47	53	4.2	100	0.25	10	0.8
31	50	92	8.8	100	0.25	10	0.8
-1
