Fixed cost (€/day)	Driver wage (€/h)	Max speed (km/h)	Weight (kg/unit)
400	18	80	200

a1(€/h)	b1(€/km)	c1(€ h^2/km^3)	d1(€/kg/km)	a2(€/h)	b2(€/km)	c2(€ h^2/km^3)	d2(€/kg/km)	s2(€/kg/day)
7.33	0.0945	0.0000382	0.0000149	2.42	0.0312	0.0000126	0.00000493	0.000136

Name	X(km)	Y(km)	demRate (units/day)	cap (units)	delTime (h)	delCost (€)	holdCost (€/unit/day)
DC	87	87	0	100	0.5	20	0
1	65	151	6.2	31	0.25	10	0.8
2	14	48	9.2	55.2	0.25	10	0.8
3	140	115	4.4	44	0.25	10	0.8
4	97	129	3	12	0.25	10	0.8
5	72	94	2.8	8.4	0.25	10	0.8
6	88	84	5.2	52	0.25	10	0.8
7	80	74	9	54	0.25	10	0.8
8	60	107	3.2	25.6	0.25	10	0.8
9	68	84	5.6	28	0.25	10	0.8
10	11	75	6.2	24.8	0.25	10	0.8
11	45	94	8.4	25.2	0.25	10	0.8
12	83	68	10	20	0.25	10	0.8
13	18	42	4.6	13.8	0.25	10	0.8
14	50	88	1.2	7.2	0.25	10	0.8
15	42	15	3.6	10.8	0.25	10	0.8
16	77	158	5	45	0.25	10	0.8
17	22	54	2.8	5.6	0.25	10	0.8
18	135	120	1.6	3.2	0.25	10	0.8
19	69	80	9.8	58.8	0.25	10	0.8
20	132	147	9	90	0.25	10	0.8
21	99	95	1.6	16	0.25	10	0.8
22	150	80	9.2	73.6	0.25	10	0.8
23	90	55	9	81	0.25	10	0.8
24	131	107	2.4	16.8	0.25	10	0.8
25	46	121	0.2	0.4	0.25	10	0.8
26	84	68	3	27	0.25	10	0.8
27	170	91	2.2	8.8	0.25	10	0.8
28	142	84	0.4	1.2	0.25	10	0.8
29	66	143	2.2	17.6	0.25	10	0.8
30	75	75	7.8	46.8	0.25	10	0.8
31	48	97	5.4	27	0.25	10	0.8
32	68	116	8.2	16.4	0.25	10	0.8
33	90	135	0.2	1.4	0.25	10	0.8
34	74	115	3.8	30.4	0.25	10	0.8
35	95	94	2	8	0.25	10	0.8
36	111	88	1.6	14.4	0.25	10	0.8
37	130	72	5.6	33.6	0.25	10	0.8
38	67	103	5.8	11.6	0.25	10	0.8
39	115	108	8.6	43	0.25	10	0.8
40	113	22	4	28	0.25	10	0.8
41	66	73	8	40	0.25	10	0.8
42	87	64	1.2	10.8	0.25	10	0.8
43	121	101	8.6	34.4	0.25	10	0.8
44	97	116	5.4	10.8	0.25	10	0.8
45	57	114	4	16	0.25	10	0.8
46	75	102	4.6	9.2	0.25	10	0.8
47	133	63	8.6	34.4	0.25	10	0.8
48	69	91	8.4	75.6	0.25	10	0.8
49	84	78	6.2	12.4	0.25	10	0.8
50	146	56	8.6	77.4	0.25	10	0.8
51	34	146	8	72	0.25	10	0.8
52	89	43	9.2	18.4	0.25	10	0.8
53	121	34	9	18	0.25	10	0.8
54	90	87	9.8	68.6	0.25	10	0.8
55	83	136	7.6	38	0.25	10	0.8
56	87	86	2.6	10.4	0.25	10	0.8
57	8	97	8.8	26.4	0.25	10	0.8
58	169	78	2	18	0.25	10	0.8
59	117	154	2.4	19.2	0.25	10	0.8
60	13	111	5.4	16.2	0.25	10	0.8
61	83	80	2	10	0.25	10	0.8
62	59	157	8.6	43	0.25	10	0.8
63	127	119	1.6	4.8	0.25	10	0.8
64	70	8	1.6	8	0.25	10	0.8
65	35	97	1.2	7.2	0.25	10	0.8
66	80	130	7.8	39	0.25	10	0.8
67	15	62	4.8	19.2	0.25	10	0.8
68	101	147	4.2	12.6	0.25	10	0.8
69	86	90	1.4	5.6	0.25	10	0.8
70	149	112	5.8	17.4	0.25	10	0.8
71	96	87	2.2	11	0.25	10	0.8
72	4	81	2.8	8.4	0.25	10	0.8
73	64	80	1.6	3.2	0.25	10	0.8
74	156	58	5.8	17.4	0.25	10	0.8
75	28	34	3.2	32	0.25	10	0.8
76	98	89	7.6	60.8	0.25	10	0.8
77	115	47	1.4	4.2	0.25	10	0.8
78	153	80	9.6	28.8	0.25	10	0.8
79	138	55	5.4	48.6	0.25	10	0.8
80	54	140	7	14	0.25	10	0.8
81	13	93	0.4	2.8	0.25	10	0.8
82	143	108	1.2	8.4	0.25	10	0.8
83	131	26	10	20	0.25	10	0.8
84	9	51	5.2	26	0.25	10	0.8
85	157	66	10	80	0.25	10	0.8
86	77	126	2.8	11.2	0.25	10	0.8
87	89	85	5.6	50.4	0.25	10	0.8
88	26	129	5.4	10.8	0.25	10	0.8
89	85	89	2.4	24	0.25	10	0.8
90	88	5	6.6	26.4	0.25	10	0.8
91	129	63	9.6	86.4	0.25	10	0.8
92	140	100	9	90	0.25	10	0.8
93	21	105	1	3	0.25	10	0.8
94	90	133	3.6	28.8	0.25	10	0.8
95	104	113	8	64	0.25	10	0.8
96	20	132	8	32	0.25	10	0.8
97	61	90	4.6	32.2	0.25	10	0.8
98	120	49	4	24	0.25	10	0.8
99	42	87	7.2	21.6	0.25	10	0.8
100	96	77	4.2	21	0.25	10	0.8
101	77	84	4.8	9.6	0.25	10	0.8
102	85	139	5.4	54	0.25	10	0.8
103	69	10	0.6	1.8	0.25	10	0.8
104	90	46	5.2	20.8	0.25	10	0.8
105	59	39	0.4	1.6	0.25	10	0.8
106	84	72	8.8	44	0.25	10	0.8
107	130	91	3.8	26.6	0.25	10	0.8
108	168	87	2.8	25.2	0.25	10	0.8
-1
