Fixed cost (€/day)	Driver wage (€/h)	Max speed (km/h)	Weight (kg/unit)
400	18	80	200

a1(€/h)	b1(€/km)	c1(€ h^2/km^3)	d1(€/kg/km)	a2(€/h)	b2(€/km)	c2(€ h^2/km^3)	d2(€/kg/km)	s2(€/kg/day)
7.33	0.0945	0.0000382	0.0000149	2.42	0.0312	0.0000126	0.00000493	0.000136

Name	X(km)	Y(km)	demRate (units/day)	cap (units)	delTime (h)	delCost (€)	holdCost (€/unit/day)
DC	151	151	0	100	0.5	20	0
1	133	162	2	10	0.25	10	0.8
2	70	203	6.6	33	0.25	10	0.8
3	177	235	3	24	0.25	10	0.8
4	125	46	9.2	92	0.25	10	0.8
5	202	196	8.4	50.4	0.25	10	0.8
6	205	25	1.4	2.8	0.25	10	0.8
7	63	137	2.6	7.8	0.25	10	0.8
8	136	124	6.6	19.8	0.25	10	0.8
9	192	70	8.4	25.2	0.25	10	0.8
10	125	113	0.2	1.4	0.25	10	0.8
11	128	220	1.8	18	0.25	10	0.8
12	122	206	0.8	5.6	0.25	10	0.8
13	125	3	5.2	52	0.25	10	0.8
14	121	108	2.4	24	0.25	10	0.8
15	129	166	1.2	7.2	0.25	10	0.8
16	175	197	5.4	54	0.25	10	0.8
17	127	98	5.8	34.8	0.25	10	0.8
18	133	189	4.8	9.6	0.25	10	0.8
19	17	110	6.2	18.6	0.25	10	0.8
20	179	113	5.8	17.4	0.25	10	0.8
21	214	286	2.4	9.6	0.25	10	0.8
22	101	180	0.2	0.8	0.25	10	0.8
23	124	153	2	12	0.25	10	0.8
24	190	25	1.4	9.8	0.25	10	0.8
25	160	28	6.6	33	0.25	10	0.8
26	172	198	7.2	36	0.25	10	0.8
27	84	153	4	8	0.25	10	0.8
28	175	145	1.6	16	0.25	10	0.8
29	78	152	6.2	62	0.25	10	0.8
30	94	118	9	90	0.25	10	0.8
31	37	157	8.8	79.2	0.25	10	0.8
32	122	218	9.2	64.4	0.25	10	0.8
33	124	145	9	90	0.25	10	0.8
34	249	137	5.6	22.4	0.25	10	0.8
35	185	136	8.2	82	0.25	10	0.8
36	125	151	1.2	6	0.25	10	0.8
37	14	170	5.8	58	0.25	10	0.8
38	66	242	0.6	3.6	0.25	10	0.8
39	113	120	7.2	36	0.25	10	0.8
40	111	89	2.6	10.4	0.25	10	0.8
41	199	214	8.6	17.2	0.25	10	0.8
42	209	181	3	27	0.25	10	0.8
