Fixed cost (€/day)	Driver wage (€/h)	Max speed (km/h)	Weight (kg/unit)
400	18	80	200

a1(€/h)	b1(€/km)	c1(€ h^2/km^3)	d1(€/kg/km)	a2(€/h)	b2(€/km)	c2(€ h^2/km^3)	d2(€/kg/km)	s2(€/kg/day)
7.33	0.0945	0.0000382	0.0000149	2.42	0.0312	0.0000126	0.00000493	0.000136

Name	X(km)	Y(km)	demRate (units/day)	cap (units)	delTime (h)	delCost (€)	holdCost (€/unit/day)
DC	97	97	0	100	0.5	20	0
1	90	161	2.4	100	0.25	10	0.08
2	101	39	2	100	0.25	10	0.08
3	90	147	0.6	100	0.25	10	0.08
4	106	116	7	100	0.25	10	0.08
5	124	67	7.6	100	0.25	10	0.08
6	115	99	8.4	100	0.25	10	0.08
7	46	82	9.4	100	0.25	10	0.08
8	49	88	4.6	100	0.25	10	0.08
9	47	120	5.2	100	0.25	10	0.08
10	128	84	6	100	0.25	10	0.08
11	147	16	3.4	100	0.25	10	0.08
12	94	161	0.2	100	0.25	10	0.08
13	160	82	7.2	100	0.25	10	0.08
14	10	125	5.6	100	0.25	10	0.08
15	170	36	4	100	0.25	10	0.08
16	108	151	3.4	100	0.25	10	0.08
17	82	47	8.2	100	0.25	10	0.08
18	99	137	9	100	0.25	10	0.08
19	89	98	7.4	100	0.25	10	0.08
20	57	91	9.6	100	0.25	10	0.08
21	128	109	6.6	100	0.25	10	0.08
22	112	26	3.2	100	0.25	10	0.08
23	165	29	3.4	100	0.25	10	0.08
24	70	29	7.6	100	0.25	10	0.08
25	110	69	0.6	100	0.25	10	0.08
26	122	94	8.2	100	0.25	10	0.08
27	117	189	7.2	100	0.25	10	0.08
28	109	117	3.2	100	0.25	10	0.08
29	101	92	0.2	100	0.25	10	0.08
30	147	94	4.4	100	0.25	10	0.08
31	54	156	2.6	100	0.25	10	0.08
32	159	74	4.6	100	0.25	10	0.08
33	74	56	4.2	100	0.25	10	0.08
34	67	150	0.8	100	0.25	10	0.08
35	101	177	2	100	0.25	10	0.08
36	55	111	9	100	0.25	10	0.08
37	110	2	7.8	100	0.25	10	0.08
38	57	109	4	100	0.25	10	0.08
39	33	138	3.6	100	0.25	10	0.08
40	116	71	3.2	100	0.25	10	0.08
41	188	79	4	100	0.25	10	0.08
42	76	130	0.6	100	0.25	10	0.08
43	97	188	9.2	100	0.25	10	0.08
44	132	42	5.2	100	0.25	10	0.08
45	97	120	9.6	100	0.25	10	0.08
46	161	163	4.6	100	0.25	10	0.08
47	66	60	5.2	100	0.25	10	0.08
48	115	73	0.8	100	0.25	10	0.08
49	61	137	5.2	100	0.25	10	0.08
50	141	180	4.4	100	0.25	10	0.08
51	101	96	8.6	100	0.25	10	0.08
52	117	64	2.2	100	0.25	10	0.08
53	68	14	2.4	100	0.25	10	0.08
54	62	131	9.8	100	0.25	10	0.08
55	98	94	1.4	100	0.25	10	0.08
-1
