Fixed cost (€/day)	Driver wage (€/h)	Max speed (km/h)	Weight (kg/unit)
400	18	80	200

a1(€/h)	b1(€/km)	c1(€ h^2/km^3)	d1(€/kg/km)	a2(€/h)	b2(€/km)	c2(€ h^2/km^3)	d2(€/kg/km)	s2(€/kg/day)
7.33	0.0945	0.0000382	0.0000149	2.42	0.0312	0.0000126	0.00000493	0.000136

Name	X(km)	Y(km)	demRate (units/day)	cap (units)	delTime (h)	delCost (€)	holdCost (€/unit/day)
DC	93	93	0	100	0.5	20	0
1	98	101	4.8	100	0.25	10	0.8
2	77	24	8.2	100	0.25	10	0.8
3	72	27	2	100	0.25	10	0.8
4	52	88	8	100	0.25	10	0.8
5	83	82	3.2	100	0.25	10	0.8
6	144	25	7	100	0.25	10	0.8
7	93	93	4	100	0.25	10	0.8
8	47	147	4.6	100	0.25	10	0.8
9	161	154	3.6	100	0.25	10	0.8
10	97	103	5.6	100	0.25	10	0.8
11	94	98	4.6	100	0.25	10	0.8
12	48	149	6.2	100	0.25	10	0.8
13	80	42	3.6	100	0.25	10	0.8
14	69	99	3.2	100	0.25	10	0.8
15	113	6	7	100	0.25	10	0.8
16	82	153	5.2	100	0.25	10	0.8
17	42	89	3.2	100	0.25	10	0.8
18	92	98	2.2	100	0.25	10	0.8
19	70	51	6.4	100	0.25	10	0.8
20	128	95	9.2	100	0.25	10	0.8
21	128	103	7.2	100	0.25	10	0.8
22	41	153	7.2	100	0.25	10	0.8
23	92	164	5.2	100	0.25	10	0.8
24	29	147	1.8	100	0.25	10	0.8
25	93	25	7	100	0.25	10	0.8
26	18	98	9.8	100	0.25	10	0.8
27	106	60	0.8	100	0.25	10	0.8
28	91	65	2	100	0.25	10	0.8
29	166	79	7.4	100	0.25	10	0.8
30	99	116	2.4	100	0.25	10	0.8
31	60	113	4	100	0.25	10	0.8
32	59	48	4.6	100	0.25	10	0.8
33	76	71	8.8	100	0.25	10	0.8
34	38	159	0.4	100	0.25	10	0.8
35	103	83	6.6	100	0.25	10	0.8
36	113	50	7.6	100	0.25	10	0.8
37	103	43	2.6	100	0.25	10	0.8
38	93	94	0.4	100	0.25	10	0.8
39	84	126	5.8	100	0.25	10	0.8
40	109	80	9	100	0.25	10	0.8
41	115	171	0.8	100	0.25	10	0.8
42	102	92	7.6	100	0.25	10	0.8
43	94	129	7.4	100	0.25	10	0.8
44	118	110	6.4	100	0.25	10	0.8
45	97	101	5.4	100	0.25	10	0.8
46	76	82	7.4	100	0.25	10	0.8
47	58	44	8	100	0.25	10	0.8
48	178	83	8.4	100	0.25	10	0.8
49	115	54	3.6	100	0.25	10	0.8
50	75	148	0.8	100	0.25	10	0.8
51	98	92	1	100	0.25	10	0.8
52	21	116	7.8	100	0.25	10	0.8
53	99	84	7.4	100	0.25	10	0.8
54	75	14	1.2	100	0.25	10	0.8
55	50	34	6.2	100	0.25	10	0.8
56	80	112	0.6	100	0.25	10	0.8
57	155	44	9	100	0.25	10	0.8
58	31	88	9.6	100	0.25	10	0.8
59	72	146	4.4	100	0.25	10	0.8
60	78	125	5.6	100	0.25	10	0.8
61	103	96	4.2	100	0.25	10	0.8
62	123	155	7.6	100	0.25	10	0.8
63	60	151	7.8	100	0.25	10	0.8
64	16	126	2.4	100	0.25	10	0.8
65	171	65	3.8	100	0.25	10	0.8
66	49	123	2.6	100	0.25	10	0.8
67	120	83	5.2	100	0.25	10	0.8
68	40	97	5.2	100	0.25	10	0.8
69	167	123	6.6	100	0.25	10	0.8
70	39	140	4	100	0.25	10	0.8
71	94	87	8	100	0.25	10	0.8
72	129	20	4.4	100	0.25	10	0.8
73	128	80	9	100	0.25	10	0.8
74	92	93	2.8	100	0.25	10	0.8
75	77	13	6	100	0.25	10	0.8
76	175	89	6.4	100	0.25	10	0.8
77	105	101	0.2	100	0.25	10	0.8
78	111	65	9.6	100	0.25	10	0.8
79	42	156	9.8	100	0.25	10	0.8
80	46	75	6	100	0.25	10	0.8
81	167	107	4.8	100	0.25	10	0.8
82	89	115	1.2	100	0.25	10	0.8
83	81	70	4	100	0.25	10	0.8
-1
