Fixed cost (€/day)	Driver wage (€/h)	Max speed (km/h)	Weight (kg/unit)
400	18	80	200

a1(€/h)	b1(€/km)	c1(€ h^2/km^3)	d1(€/kg/km)	a2(€/h)	b2(€/km)	c2(€ h^2/km^3)	d2(€/kg/km)	s2(€/kg/day)
7.33	0.0945	0.0000382	0.0000149	2.42	0.0312	0.0000126	0.00000493	0.000136

Name	X(km)	Y(km)	demRate (units/day)	cap (units)	delTime (h)	delCost (€)	holdCost (€/unit/day)
DC	166	166	0	100	0.5	20	0
1	151	231	0.6	5.4	0.25	10	0.08
2	34	145	8	80	0.25	10	0.08
3	110	286	8.6	34.4	0.25	10	0.08
4	183	330	2.6	13	0.25	10	0.08
5	172	171	9.2	36.8	0.25	10	0.08
6	204	42	3.4	20.4	0.25	10	0.08
7	295	208	8.4	58.8	0.25	10	0.08
8	124	83	6.8	54.4	0.25	10	0.08
9	218	171	8.4	75.6	0.25	10	0.08
10	196	147	1	5	0.25	10	0.08
11	259	52	3.8	26.6	0.25	10	0.08
12	241	302	2.2	4.4	0.25	10	0.08
13	67	132	3.8	34.2	0.25	10	0.08
14	32	82	1.4	12.6	0.25	10	0.08
15	206	150	7.8	31.2	0.25	10	0.08
16	103	158	5.8	34.8	0.25	10	0.08
17	230	108	5.4	54	0.25	10	0.08
18	178	198	1.4	14	0.25	10	0.08
19	231	221	1.2	9.6	0.25	10	0.08
20	247	296	5.6	16.8	0.25	10	0.08
21	303	164	5.6	33.6	0.25	10	0.08
22	240	193	0.6	4.2	0.25	10	0.08
23	238	64	9.4	94	0.25	10	0.08
24	178	152	8.8	44	0.25	10	0.08
25	208	227	3.2	9.6	0.25	10	0.08
26	120	309	1.8	3.6	0.25	10	0.08
27	253	134	1	5	0.25	10	0.08
28	71	243	9.2	82.8	0.25	10	0.08
29	91	35	7.8	62.4	0.25	10	0.08
30	180	104	3	15	0.25	10	0.08
31	109	307	4.6	46	0.25	10	0.08
32	97	218	1.6	6.4	0.25	10	0.08
