Fixed cost (€/day)	Driver wage (€/h)	Max speed (km/h)	Weight (kg/unit)
400	18	80	200

a1(€/h)	b1(€/km)	c1(€ h^2/km^3)	d1(€/kg/km)	a2(€/h)	b2(€/km)	c2(€ h^2/km^3)	d2(€/kg/km)	s2(€/kg/day)
7.33	0.0945	0.0000382	0.0000149	2.42	0.0312	0.0000126	0.00000493	0.000136

Name	X(km)	Y(km)	demRate (units/day)	cap (units)	delTime (h)	delCost (€)	holdCost (€/unit/day)
DC	166	166	0	100	0.5	20	0
1	151	231	0.6	5.4	0.25	10	0.8
2	34	145	8	80	0.25	10	0.8
3	110	286	8.6	34.4	0.25	10	0.8
4	183	330	2.6	13	0.25	10	0.8
5	172	171	9.2	36.8	0.25	10	0.8
6	204	42	3.4	20.4	0.25	10	0.8
7	295	208	8.4	58.8	0.25	10	0.8
8	124	83	6.8	54.4	0.25	10	0.8
9	218	171	8.4	75.6	0.25	10	0.8
10	196	147	1	5	0.25	10	0.8
11	259	52	3.8	26.6	0.25	10	0.8
12	241	302	2.2	4.4	0.25	10	0.8
13	67	132	3.8	34.2	0.25	10	0.8
14	32	82	1.4	12.6	0.25	10	0.8
15	206	150	7.8	31.2	0.25	10	0.8
16	103	158	5.8	34.8	0.25	10	0.8
17	230	108	5.4	54	0.25	10	0.8
18	178	198	1.4	14	0.25	10	0.8
19	231	221	1.2	9.6	0.25	10	0.8
20	247	296	5.6	16.8	0.25	10	0.8
21	303	164	5.6	33.6	0.25	10	0.8
22	240	193	0.6	4.2	0.25	10	0.8
23	238	64	9.4	94	0.25	10	0.8
24	178	152	8.8	44	0.25	10	0.8
25	208	227	3.2	9.6	0.25	10	0.8
26	120	309	1.8	3.6	0.25	10	0.8
27	253	134	1	5	0.25	10	0.8
28	71	243	9.2	82.8	0.25	10	0.8
29	91	35	7.8	62.4	0.25	10	0.8
30	180	104	3	15	0.25	10	0.8
31	109	307	4.6	46	0.25	10	0.8
32	97	218	1.6	6.4	0.25	10	0.8
33	239	186	0.2	1.8	0.25	10	0.8
34	311	184	0.6	1.2	0.25	10	0.8
35	174	139	3.2	22.4	0.25	10	0.8
36	266	103	2.4	12	0.25	10	0.8
37	45	147	0.4	1.2	0.25	10	0.8
38	167	227	3.6	14.4	0.25	10	0.8
39	158	161	8.2	57.4	0.25	10	0.8
40	198	166	3.8	11.4	0.25	10	0.8
41	301	187	8	48	0.25	10	0.8
42	159	252	2.4	7.2	0.25	10	0.8
43	28	159	7.4	29.6	0.25	10	0.8
44	206	201	7.6	53.2	0.25	10	0.8
45	109	258	0.4	1.2	0.25	10	0.8
46	86	143	7.6	76	0.25	10	0.8
47	156	171	8.2	41	0.25	10	0.8
48	212	209	0.6	3.6	0.25	10	0.8
49	217	84	1.6	8	0.25	10	0.8
50	166	165	9	90	0.25	10	0.8
51	164	139	10	20	0.25	10	0.8
52	102	167	7	70	0.25	10	0.8
53	158	219	3	27	0.25	10	0.8
54	225	229	9.4	47	0.25	10	0.8
55	248	198	9.4	37.6	0.25	10	0.8
56	178	147	8	56	0.25	10	0.8
57	186	206	5	10	0.25	10	0.8
58	96	151	5.2	36.4	0.25	10	0.8
59	145	221	7.2	50.4	0.25	10	0.8
60	163	134	6.4	57.6	0.25	10	0.8
61	285	224	1.8	14.4	0.25	10	0.8
62	151	195	7	63	0.25	10	0.8
63	226	162	2.8	16.8	0.25	10	0.8
64	66	294	4	24	0.25	10	0.8
65	161	37	9	54	0.25	10	0.8
66	187	239	5	50	0.25	10	0.8
67	156	157	7.8	31.2	0.25	10	0.8
68	148	208	0.4	2.4	0.25	10	0.8
69	48	223	8.4	75.6	0.25	10	0.8
70	127	246	4.8	14.4	0.25	10	0.8
71	193	266	8.4	67.2	0.25	10	0.8
72	152	34	1	9	0.25	10	0.8
73	219	162	1.2	9.6	0.25	10	0.8
74	7	211	6	54	0.25	10	0.8
75	73	179	0.8	6.4	0.25	10	0.8
76	232	227	0.8	3.2	0.25	10	0.8
77	67	152	9.2	27.6	0.25	10	0.8
78	185	221	10	60	0.25	10	0.8
79	137	126	7.2	36	0.25	10	0.8
80	221	248	3.4	6.8	0.25	10	0.8
81	161	171	5.2	41.6	0.25	10	0.8
82	167	198	5.8	34.8	0.25	10	0.8
83	153	290	1.8	7.2	0.25	10	0.8
84	142	189	9.2	92	0.25	10	0.8
85	191	97	2.2	19.8	0.25	10	0.8
86	66	109	9.8	58.8	0.25	10	0.8
87	277	209	6.2	49.6	0.25	10	0.8
88	103	61	9.2	73.6	0.25	10	0.8
89	166	164	1.4	11.2	0.25	10	0.8
90	167	168	1.4	14	0.25	10	0.8
91	158	185	2.6	5.2	0.25	10	0.8
92	189	233	0.2	0.4	0.25	10	0.8
93	101	195	9.4	47	0.25	10	0.8
94	177	172	7.8	23.4	0.25	10	0.8
95	206	133	2.2	19.8	0.25	10	0.8
96	181	206	6.4	38.4	0.25	10	0.8
97	37	226	9.8	29.4	0.25	10	0.8
98	218	32	2.6	13	0.25	10	0.8
99	157	150	4.8	19.2	0.25	10	0.8
100	89	141	7.6	15.2	0.25	10	0.8
101	204	97	6.2	62	0.25	10	0.8
102	67	152	1.4	14	0.25	10	0.8
103	128	235	1.6	4.8	0.25	10	0.8
104	301	157	6	18	0.25	10	0.8
105	163	151	3.8	38	0.25	10	0.8
106	131	109	3.4	13.6	0.25	10	0.8
107	198	238	3.2	6.4	0.25	10	0.8
108	165	171	9.4	28.2	0.25	10	0.8
109	274	101	3.2	28.8	0.25	10	0.8
110	165	172	3	15	0.25	10	0.8
111	223	24	0.4	1.6	0.25	10	0.8
112	162	88	8.4	25.2	0.25	10	0.8
113	146	230	5.8	34.8	0.25	10	0.8
114	130	62	6.4	44.8	0.25	10	0.8
115	125	105	5.8	17.4	0.25	10	0.8
116	120	207	3	21	0.25	10	0.8
117	197	186	5.6	50.4	0.25	10	0.8
118	272	97	2.8	28	0.25	10	0.8
-1
