Fixed cost (€/day)	Driver wage (€/h)	Max speed (km/h)	Weight (kg/unit)
400	18	80	200

a1(€/h)	b1(€/km)	c1(€ h^2/km^3)	d1(€/kg/km)	a2(€/h)	b2(€/km)	c2(€ h^2/km^3)	d2(€/kg/km)	s2(€/kg/day)
7.33	0.0945	0.0000382	0.0000149	2.42	0.0312	0.0000126	0.00000493	0.000136

Name	X(km)	Y(km)	demRate (units/day)	cap (units)	delTime (h)	delCost (€)	holdCost (€/unit/day)
DC	159	159	0	100	0.5	20	0
1	193	14	4	36	0.25	10	0.08
2	261	186	4	40	0.25	10	0.08
3	126	195	4.8	14.4	0.25	10	0.08
4	92	224	1.8	9	0.25	10	0.08
5	275	206	4.8	33.6	0.25	10	0.08
6	139	200	0.8	6.4	0.25	10	0.08
7	151	145	5.6	22.4	0.25	10	0.08
8	179	150	7.6	45.6	0.25	10	0.08
9	164	193	9	45	0.25	10	0.08
10	151	173	4.8	9.6	0.25	10	0.08
11	176	161	3.8	30.4	0.25	10	0.08
12	153	185	0.4	3.2	0.25	10	0.08
13	130	215	4	24	0.25	10	0.08
14	9	202	8.4	75.6	0.25	10	0.08
15	198	128	9.8	88.2	0.25	10	0.08
16	51	51	3.6	28.8	0.25	10	0.08
17	146	241	6	42	0.25	10	0.08
18	133	250	9.6	48	0.25	10	0.08
19	139	202	9.8	78.4	0.25	10	0.08
20	239	25	4.8	33.6	0.25	10	0.08
21	185	244	3.8	30.4	0.25	10	0.08
22	192	97	10	20	0.25	10	0.08
23	158	89	8.4	33.6	0.25	10	0.08
24	88	116	5.8	52.2	0.25	10	0.08
25	196	20	2.8	19.6	0.25	10	0.08
26	129	159	1.4	12.6	0.25	10	0.08
27	120	232	3.4	30.6	0.25	10	0.08
28	255	116	6.8	27.2	0.25	10	0.08
29	217	99	9.4	47	0.25	10	0.08
30	177	109	1	10	0.25	10	0.08
31	179	45	2.4	4.8	0.25	10	0.08
32	152	149	5.2	15.6	0.25	10	0.08
33	144	222	7.8	54.6	0.25	10	0.08
34	83	68	4.8	19.2	0.25	10	0.08
35	26	145	2.2	19.8	0.25	10	0.08
36	210	33	3.6	25.2	0.25	10	0.08
37	133	78	2.8	8.4	0.25	10	0.08
38	254	223	5.6	39.2	0.25	10	0.08
39	192	142	4	16	0.25	10	0.08
-1
