Fixed cost (€/day)	Driver wage (€/h)	Max speed (km/h)	Weight (kg/unit)
400	18	80	200

a1(€/h)	b1(€/km)	c1(€ h^2/km^3)	d1(€/kg/km)	a2(€/h)	b2(€/km)	c2(€ h^2/km^3)	d2(€/kg/km)	s2(€/kg/day)
7.33	0.0945	0.0000382	0.0000149	2.42	0.0312	0.0000126	0.00000493	0.000136

Name	X(km)	Y(km)	demRate (units/day)	cap (units)	delTime (h)	delCost (€)	holdCost (€/unit/day)
DC	89	89	0	100	0.5	20	0
1	78	122	2.8	28	0.25	10	0.08
2	69	105	8	64	0.25	10	0.08
3	117	129	9.4	47	0.25	10	0.08
4	64	89	8	80	0.25	10	0.08
5	43	95	2.8	16.8	0.25	10	0.08
6	153	31	8	40	0.25	10	0.08
7	125	67	2.2	22	0.25	10	0.08
8	65	73	2	12	0.25	10	0.08
9	98	86	7.8	70.2	0.25	10	0.08
10	65	78	0.6	3.6	0.25	10	0.08
11	99	38	8.8	17.6	0.25	10	0.08
12	144	43	6.6	19.8	0.25	10	0.08
13	98	65	6.4	64	0.25	10	0.08
14	85	73	1.4	7	0.25	10	0.08
15	158	121	4.8	24	0.25	10	0.08
16	62	153	1.4	9.8	0.25	10	0.08
17	85	83	4.4	39.6	0.25	10	0.08
18	131	128	6.6	59.4	0.25	10	0.08
19	80	54	1	3	0.25	10	0.08
20	168	62	8.8	26.4	0.25	10	0.08
21	98	101	6.2	24.8	0.25	10	0.08
22	38	150	5.4	16.2	0.25	10	0.08
23	105	117	9.2	64.4	0.25	10	0.08
24	102	81	1.4	9.8	0.25	10	0.08
25	70	110	9.6	19.2	0.25	10	0.08
26	88	117	0.4	1.2	0.25	10	0.08
27	107	146	7.4	22.2	0.25	10	0.08
28	27	129	9.6	28.8	0.25	10	0.08
29	48	56	8.8	79.2	0.25	10	0.08
30	121	71	9	45	0.25	10	0.08
31	107	18	6	12	0.25	10	0.08
32	37	54	0.2	0.6	0.25	10	0.08
33	116	98	9	90	0.25	10	0.08
34	94	154	5.8	11.6	0.25	10	0.08
35	45	54	7.2	72	0.25	10	0.08
36	18	134	5.4	43.2	0.25	10	0.08
37	93	73	1.6	8	0.25	10	0.08
38	71	100	3	18	0.25	10	0.08
39	94	46	6.6	19.8	0.25	10	0.08
40	91	100	5.2	36.4	0.25	10	0.08
41	88	173	9.6	19.2	0.25	10	0.08
42	50	35	4.2	37.8	0.25	10	0.08
43	66	134	7.6	76	0.25	10	0.08
44	100	93	0.4	0.8	0.25	10	0.08
45	130	160	4.4	30.8	0.25	10	0.08
46	128	107	2.8	28	0.25	10	0.08
47	96	76	7.6	53.2	0.25	10	0.08
48	49	69	8	64	0.25	10	0.08
49	49	83	0.2	1.8	0.25	10	0.08
50	134	99	2	12	0.25	10	0.08
51	95	42	0.4	2.4	0.25	10	0.08
52	61	153	7.2	21.6	0.25	10	0.08
53	121	75	7.8	54.6	0.25	10	0.08
54	80	125	2.4	21.6	0.25	10	0.08
55	33	39	6.6	13.2	0.25	10	0.08
56	109	107	5.2	52	0.25	10	0.08
57	38	71	3.4	17	0.25	10	0.08
58	47	110	3.2	28.8	0.25	10	0.08
59	75	47	9.8	49	0.25	10	0.08
60	118	61	6	54	0.25	10	0.08
61	61	111	4	24	0.25	10	0.08
62	135	48	10	30	0.25	10	0.08
63	99	162	3	21	0.25	10	0.08
64	116	91	4.6	32.2	0.25	10	0.08
65	88	108	0.6	3	0.25	10	0.08
66	112	146	4.4	8.8	0.25	10	0.08
67	75	95	3.8	38	0.25	10	0.08
68	75	100	6.2	55.8	0.25	10	0.08
69	91	94	7	56	0.25	10	0.08
70	52	53	2.2	22	0.25	10	0.08
71	89	89	0.6	1.8	0.25	10	0.08
72	150	120	2.4	9.6	0.25	10	0.08
73	145	57	4.8	14.4	0.25	10	0.08
74	124	77	2	6	0.25	10	0.08
75	63	135	8.4	58.8	0.25	10	0.08
76	68	112	4.2	25.2	0.25	10	0.08
77	49	23	8.2	41	0.25	10	0.08
78	130	64	4	28	0.25	10	0.08
79	48	110	8.4	16.8	0.25	10	0.08
80	69	73	9.4	75.2	0.25	10	0.08
81	169	115	7	70	0.25	10	0.08
82	117	86	9	90	0.25	10	0.08
83	83	88	9	27	0.25	10	0.08
84	150	112	5	10	0.25	10	0.08
85	63	168	7.8	39	0.25	10	0.08
-1
