Fixed cost (€/day)	Driver wage (€/h)	Max speed (km/h)	Weight (kg/unit)
400	18	80	200

a1(€/h)	b1(€/km)	c1(€ h^2/km^3)	d1(€/kg/km)	a2(€/h)	b2(€/km)	c2(€ h^2/km^3)	d2(€/kg/km)	s2(€/kg/day)
7.33	0.0945	0.0000382	0.0000149	2.42	0.0312	0.0000126	0.00000493	0.000136

Name	X(km)	Y(km)	demRate (units/day)	cap (units)	delTime (h)	delCost (€)	holdCost (€/unit/day)
DC	76	76	0	100	0.5	20	0
1	120	111	8.6	100	0.25	10	0.08
2	98	97	8	100	0.25	10	0.08
3	55	105	7.2	100	0.25	10	0.08
4	63	66	5.2	100	0.25	10	0.08
5	76	81	0.8	100	0.25	10	0.08
6	86	72	0.8	100	0.25	10	0.08
7	76	76	0.2	100	0.25	10	0.08
8	62	59	8	100	0.25	10	0.08
9	72	67	1.2	100	0.25	10	0.08
10	49	65	6.6	100	0.25	10	0.08
11	41	26	6.4	100	0.25	10	0.08
12	100	73	3.4	100	0.25	10	0.08
13	76	76	6.8	100	0.25	10	0.08
14	53	98	8.6	100	0.25	10	0.08
15	84	21	3.4	100	0.25	10	0.08
16	25	99	7.4	100	0.25	10	0.08
17	111	65	1.6	100	0.25	10	0.08
18	85	106	5	100	0.25	10	0.08
19	70	102	10	100	0.25	10	0.08
20	64	69	6.2	100	0.25	10	0.08
21	118	95	1.8	100	0.25	10	0.08
22	24	78	7.8	100	0.25	10	0.08
23	65	17	2.2	100	0.25	10	0.08
24	76	75	5.6	100	0.25	10	0.08
25	48	76	2.4	100	0.25	10	0.08
26	92	45	0.2	100	0.25	10	0.08
27	45	28	2.8	100	0.25	10	0.08
28	32	120	9.4	100	0.25	10	0.08
29	84	2	5.4	100	0.25	10	0.08
30	106	96	7.8	100	0.25	10	0.08
31	101	105	9.6	100	0.25	10	0.08
32	50	79	6.6	100	0.25	10	0.08
33	49	64	0.2	100	0.25	10	0.08
34	118	80	6.6	100	0.25	10	0.08
35	37	112	5	100	0.25	10	0.08
36	61	61	8.8	100	0.25	10	0.08
37	134	67	5	100	0.25	10	0.08
38	72	85	8.8	100	0.25	10	0.08
39	5	53	9	100	0.25	10	0.08
40	82	39	9	100	0.25	10	0.08
41	119	126	10	100	0.25	10	0.08
42	62	31	9.6	100	0.25	10	0.08
43	78	89	4.6	100	0.25	10	0.08
44	74	73	9.8	100	0.25	10	0.08
45	77	4	9.8	100	0.25	10	0.08
46	73	80	5.4	100	0.25	10	0.08
47	114	75	6.6	100	0.25	10	0.08
48	76	78	10	100	0.25	10	0.08
49	100	23	2.4	100	0.25	10	0.08
50	131	100	7	100	0.25	10	0.08
51	67	66	1	100	0.25	10	0.08
52	27	42	7.8	100	0.25	10	0.08
53	40	58	4.4	100	0.25	10	0.08
54	108	49	1.2	100	0.25	10	0.08
55	50	54	2	100	0.25	10	0.08
56	117	83	1.8	100	0.25	10	0.08
57	130	55	4.8	100	0.25	10	0.08
58	28	24	7.4	100	0.25	10	0.08
59	75	29	2	100	0.25	10	0.08
60	104	99	4.2	100	0.25	10	0.08
61	67	94	0.4	100	0.25	10	0.08
62	60	75	7.2	100	0.25	10	0.08
63	76	146	3.4	100	0.25	10	0.08
64	76	76	4	100	0.25	10	0.08
65	67	26	3.8	100	0.25	10	0.08
66	22	82	8.2	100	0.25	10	0.08
67	90	91	9.4	100	0.25	10	0.08
68	65	80	1.2	100	0.25	10	0.08
69	86	81	8	100	0.25	10	0.08
70	61	129	5.8	100	0.25	10	0.08
71	73	61	0.8	100	0.25	10	0.08
72	127	113	4.4	100	0.25	10	0.08
73	122	17	10	100	0.25	10	0.08
74	78	83	7.6	100	0.25	10	0.08
75	50	72	4.2	100	0.25	10	0.08
76	56	43	2.6	100	0.25	10	0.08
77	66	67	5.8	100	0.25	10	0.08
78	47	104	5.2	100	0.25	10	0.08
79	128	48	8.8	100	0.25	10	0.08
80	10	69	3.2	100	0.25	10	0.08
81	104	59	9.6	100	0.25	10	0.08
82	32	87	5.4	100	0.25	10	0.08
83	46	45	5.2	100	0.25	10	0.08
84	79	77	6.8	100	0.25	10	0.08
85	102	39	10	100	0.25	10	0.08
86	83	127	7.4	100	0.25	10	0.08
87	97	29	3.4	100	0.25	10	0.08
88	109	23	7.8	100	0.25	10	0.08
89	22	101	3	100	0.25	10	0.08
90	72	91	3.2	100	0.25	10	0.08
91	145	83	1.8	100	0.25	10	0.08
92	30	48	7.6	100	0.25	10	0.08
93	96	105	2.4	100	0.25	10	0.08
94	100	97	2.6	100	0.25	10	0.08
95	93	65	2	100	0.25	10	0.08
96	100	94	3.6	100	0.25	10	0.08
97	85	83	2	100	0.25	10	0.08
98	70	66	3.6	100	0.25	10	0.08
99	147	66	2.4	100	0.25	10	0.08
100	96	102	9.6	100	0.25	10	0.08
101	50	123	5.4	100	0.25	10	0.08
102	62	71	6.2	100	0.25	10	0.08
103	46	77	0.4	100	0.25	10	0.08
104	59	32	8.6	100	0.25	10	0.08
105	70	71	0.4	100	0.25	10	0.08
106	74	54	0.6	100	0.25	10	0.08
107	83	120	7.2	100	0.25	10	0.08
108	68	112	5.4	100	0.25	10	0.08
109	37	120	6.4	100	0.25	10	0.08
110	124	61	8.2	100	0.25	10	0.08
111	12	90	5.8	100	0.25	10	0.08
112	76	78	7.4	100	0.25	10	0.08
113	32	84	6	100	0.25	10	0.08
114	86	60	4	100	0.25	10	0.08
115	33	103	7	100	0.25	10	0.08
116	78	71	3.6	100	0.25	10	0.08
117	133	26	4.6	100	0.25	10	0.08
-1
