Fixed cost (€/day)	Driver wage (€/h)	Max speed (km/h)	Weight (kg/unit)
400	18	80	200

a1(€/h)	b1(€/km)	c1(€ h^2/km^3)	d1(€/kg/km)	a2(€/h)	b2(€/km)	c2(€ h^2/km^3)	d2(€/kg/km)	s2(€/kg/day)
7.33	0.0945	0.0000382	0.0000149	2.42	0.0312	0.0000126	0.00000493	0.000136

Name	X(km)	Y(km)	demRate (units/day)	cap (units)	delTime (h)	delCost (€)	holdCost (€/unit/day)
DC	152	152	0	100	0.5	20	0
1	60	101	2.6	100	0.25	10	0.8
2	140	16	3	100	0.25	10	0.8
3	299	162	3.6	100	0.25	10	0.8
4	213	84	4.4	100	0.25	10	0.8
5	118	73	9	100	0.25	10	0.8
6	242	272	4.8	100	0.25	10	0.8
7	122	192	5.4	100	0.25	10	0.8
8	262	83	3.6	100	0.25	10	0.8
9	188	17	5.6	100	0.25	10	0.8
10	112	27	4.2	100	0.25	10	0.8
11	222	103	5.8	100	0.25	10	0.8
12	122	172	8	100	0.25	10	0.8
13	51	103	7.4	100	0.25	10	0.8
14	31	201	5.6	100	0.25	10	0.8
15	152	153	7.4	100	0.25	10	0.8
16	142	122	8	100	0.25	10	0.8
17	161	91	4.2	100	0.25	10	0.8
18	138	113	2.6	100	0.25	10	0.8
19	163	137	5.8	100	0.25	10	0.8
20	190	27	6.6	100	0.25	10	0.8
21	95	189	5.8	100	0.25	10	0.8
22	153	86	1.6	100	0.25	10	0.8
23	169	137	0.8	100	0.25	10	0.8
24	247	221	5	100	0.25	10	0.8
25	1	168	8.6	100	0.25	10	0.8
26	185	183	3	100	0.25	10	0.8
27	133	146	6.6	100	0.25	10	0.8
28	155	163	9.6	100	0.25	10	0.8
29	160	177	8.8	100	0.25	10	0.8
30	152	159	5.6	100	0.25	10	0.8
31	12	187	9.2	100	0.25	10	0.8
32	164	147	5.8	100	0.25	10	0.8
33	185	293	9.2	100	0.25	10	0.8
34	144	142	9.6	100	0.25	10	0.8
35	164	226	4.2	100	0.25	10	0.8
36	163	123	9.6	100	0.25	10	0.8
37	231	25	6.6	100	0.25	10	0.8
38	168	70	6.4	100	0.25	10	0.8
39	177	139	8.2	100	0.25	10	0.8
40	240	154	7.8	100	0.25	10	0.8
41	105	167	2.8	100	0.25	10	0.8
42	244	63	3.2	100	0.25	10	0.8
43	153	147	8.2	100	0.25	10	0.8
44	157	59	2.2	100	0.25	10	0.8
45	95	279	2.6	100	0.25	10	0.8
46	147	225	6.8	100	0.25	10	0.8
47	63	229	7	100	0.25	10	0.8
48	54	114	8	100	0.25	10	0.8
49	271	152	6.2	100	0.25	10	0.8
50	85	163	8.2	100	0.25	10	0.8
51	192	257	7.4	100	0.25	10	0.8
-1
