Fixed cost (€/day)	Driver wage (€/h)	Max speed (km/h)	Weight (kg/unit)
400	18	80	200

a1(€/h)	b1(€/km)	c1(€ h^2/km^3)	d1(€/kg/km)	a2(€/h)	b2(€/km)	c2(€ h^2/km^3)	d2(€/kg/km)	s2(€/kg/day)
7.33	0.0945	0.0000382	0.0000149	2.42	0.0312	0.0000126	0.00000493	0.000136

Name	X(km)	Y(km)	demRate (units/day)	cap (units)	delTime (h)	delCost (€)	holdCost (€/unit/day)
DC	151	151	0	100	0.5	20	0
1	133	162	2	10	0.25	10	0.08
2	70	203	6.6	33	0.25	10	0.08
3	177	235	3	24	0.25	10	0.08
4	125	46	9.2	92	0.25	10	0.08
5	202	196	8.4	50.4	0.25	10	0.08
6	205	25	1.4	2.8	0.25	10	0.08
7	63	137	2.6	7.8	0.25	10	0.08
8	136	124	6.6	19.8	0.25	10	0.08
9	192	70	8.4	25.2	0.25	10	0.08
10	125	113	0.2	1.4	0.25	10	0.08
11	128	220	1.8	18	0.25	10	0.08
12	122	206	0.8	5.6	0.25	10	0.08
13	125	3	5.2	52	0.25	10	0.08
14	121	108	2.4	24	0.25	10	0.08
15	129	166	1.2	7.2	0.25	10	0.08
16	175	197	5.4	54	0.25	10	0.08
17	127	98	5.8	34.8	0.25	10	0.08
18	133	189	4.8	9.6	0.25	10	0.08
19	17	110	6.2	18.6	0.25	10	0.08
20	179	113	5.8	17.4	0.25	10	0.08
21	214	286	2.4	9.6	0.25	10	0.08
22	101	180	0.2	0.8	0.25	10	0.08
23	124	153	2	12	0.25	10	0.08
24	190	25	1.4	9.8	0.25	10	0.08
25	160	28	6.6	33	0.25	10	0.08
26	172	198	7.2	36	0.25	10	0.08
27	84	153	4	8	0.25	10	0.08
28	175	145	1.6	16	0.25	10	0.08
29	78	152	6.2	62	0.25	10	0.08
30	94	118	9	90	0.25	10	0.08
31	37	157	8.8	79.2	0.25	10	0.08
32	122	218	9.2	64.4	0.25	10	0.08
33	124	145	9	90	0.25	10	0.08
34	249	137	5.6	22.4	0.25	10	0.08
35	185	136	8.2	82	0.25	10	0.08
36	125	151	1.2	6	0.25	10	0.08
37	14	170	5.8	58	0.25	10	0.08
38	66	242	0.6	3.6	0.25	10	0.08
39	113	120	7.2	36	0.25	10	0.08
40	111	89	2.6	10.4	0.25	10	0.08
41	199	214	8.6	17.2	0.25	10	0.08
42	209	181	3	27	0.25	10	0.08
43	297	156	7	49	0.25	10	0.08
44	35	143	1.8	16.2	0.25	10	0.08
45	135	24	10	30	0.25	10	0.08
46	227	38	2.4	4.8	0.25	10	0.08
47	134	165	1	10	0.25	10	0.08
48	213	138	3	9	0.25	10	0.08
49	90	45	2.8	8.4	0.25	10	0.08
50	121	194	10	70	0.25	10	0.08
51	106	92	3	24	0.25	10	0.08
52	165	211	5.6	16.8	0.25	10	0.08
53	111	167	1.8	12.6	0.25	10	0.08
54	99	117	6	36	0.25	10	0.08
55	227	268	4.8	9.6	0.25	10	0.08
56	114	140	3	9	0.25	10	0.08
57	113	123	7	42	0.25	10	0.08
58	153	104	2.8	11.2	0.25	10	0.08
59	60	89	6.8	40.8	0.25	10	0.08
60	183	152	9.6	19.2	0.25	10	0.08
61	164	102	2.4	21.6	0.25	10	0.08
62	138	212	4.4	26.4	0.25	10	0.08
63	233	179	5.6	44.8	0.25	10	0.08
64	224	219	4.4	17.6	0.25	10	0.08
65	170	143	4.6	46	0.25	10	0.08
66	215	151	1.6	12.8	0.25	10	0.08
67	60	236	4.2	37.8	0.25	10	0.08
68	219	121	5.6	44.8	0.25	10	0.08
69	214	200	4	40	0.25	10	0.08
70	55	55	8.8	26.4	0.25	10	0.08
71	141	149	7.6	45.6	0.25	10	0.08
72	106	203	2.4	9.6	0.25	10	0.08
73	94	167	4.2	8.4	0.25	10	0.08
74	187	140	2.2	22	0.25	10	0.08
75	117	110	5.6	11.2	0.25	10	0.08
76	84	137	3.8	7.6	0.25	10	0.08
77	213	284	7.4	51.8	0.25	10	0.08
78	102	72	6	18	0.25	10	0.08
79	149	153	3.8	34.2	0.25	10	0.08
80	97	213	8	72	0.25	10	0.08
81	148	151	5.4	48.6	0.25	10	0.08
82	205	113	8.2	16.4	0.25	10	0.08
83	148	126	2.4	21.6	0.25	10	0.08
84	154	165	8.4	58.8	0.25	10	0.08
85	208	118	2.2	17.6	0.25	10	0.08
86	203	235	9.8	19.6	0.25	10	0.08
87	140	147	5.2	52	0.25	10	0.08
88	173	188	9.8	98	0.25	10	0.08
89	139	148	9.6	38.4	0.25	10	0.08
90	99	263	7.4	37	0.25	10	0.08
91	164	141	8.4	58.8	0.25	10	0.08
92	254	240	2.8	22.4	0.25	10	0.08
93	146	301	1.2	2.4	0.25	10	0.08
94	235	187	6	12	0.25	10	0.08
95	259	159	7.2	28.8	0.25	10	0.08
96	97	35	4.8	24	0.25	10	0.08
97	155	97	6.2	55.8	0.25	10	0.08
98	102	102	6.6	26.4	0.25	10	0.08
99	118	179	4.6	13.8	0.25	10	0.08
100	169	151	1	2	0.25	10	0.08
101	136	114	3.2	22.4	0.25	10	0.08
102	140	25	8	16	0.25	10	0.08
103	125	174	0.4	2	0.25	10	0.08
104	150	153	1.2	9.6	0.25	10	0.08
105	70	187	9	54	0.25	10	0.08
106	253	69	3.6	25.2	0.25	10	0.08
107	146	184	0.8	4	0.25	10	0.08
108	44	61	2	10	0.25	10	0.08
109	66	141	1.2	12	0.25	10	0.08
110	149	151	8.4	16.8	0.25	10	0.08
111	173	176	3.6	7.2	0.25	10	0.08
112	207	107	9.2	18.4	0.25	10	0.08
-1
