Fixed cost (€/day)	Driver wage (€/h)	Max speed (km/h)	Weight (kg/unit)
400	18	80	200

a1(€/h)	b1(€/km)	c1(€ h^2/km^3)	d1(€/kg/km)	a2(€/h)	b2(€/km)	c2(€ h^2/km^3)	d2(€/kg/km)	s2(€/kg/day)
7.33	0.0945	0.0000382	0.0000149	2.42	0.0312	0.0000126	0.00000493	0.000136

Name	X(km)	Y(km)	demRate (units/day)	cap (units)	delTime (h)	delCost (€)	holdCost (€/unit/day)
DC	152	152	0	100	0.5	20	0
1	183	184	2.4	16.8	0.25	10	0.08
2	80	167	8.2	16.4	0.25	10	0.08
3	169	165	3.4	30.6	0.25	10	0.08
4	186	163	3.6	21.6	0.25	10	0.08
5	143	200	3.2	19.2	0.25	10	0.08
6	58	127	3.8	38	0.25	10	0.08
7	171	100	3	9	0.25	10	0.08
8	93	172	8	56	0.25	10	0.08
9	152	151	1.6	11.2	0.25	10	0.08
10	249	124	9.4	28.2	0.25	10	0.08
11	155	201	8.2	41	0.25	10	0.08
12	191	71	5.4	32.4	0.25	10	0.08
13	145	137	0.2	2	0.25	10	0.08
14	154	152	2	12	0.25	10	0.08
15	123	25	5.6	33.6	0.25	10	0.08
16	140	251	8	32	0.25	10	0.08
17	203	82	5.2	20.8	0.25	10	0.08
18	144	162	7.8	39	0.25	10	0.08
19	42	167	7.8	23.4	0.25	10	0.08
20	227	82	1.8	12.6	0.25	10	0.08
21	158	155	5.4	32.4	0.25	10	0.08
22	189	150	9.2	82.8	0.25	10	0.08
23	258	184	0.6	1.2	0.25	10	0.08
24	23	95	3.2	32	0.25	10	0.08
25	121	7	2.4	4.8	0.25	10	0.08
26	150	153	7.6	53.2	0.25	10	0.08
27	223	90	5	10	0.25	10	0.08
28	76	216	6.4	38.4	0.25	10	0.08
29	67	58	4	8	0.25	10	0.08
30	244	147	9.6	57.6	0.25	10	0.08
31	37	206	4.6	13.8	0.25	10	0.08
32	56	185	1	7	0.25	10	0.08
33	218	94	3.4	20.4	0.25	10	0.08
34	157	295	3.6	21.6	0.25	10	0.08
35	118	105	7.2	72	0.25	10	0.08
36	278	82	3.4	30.6	0.25	10	0.08
37	56	137	8.6	43	0.25	10	0.08
38	152	275	6.6	46.2	0.25	10	0.08
39	142	198	6.4	12.8	0.25	10	0.08
40	128	15	10	90	0.25	10	0.08
41	144	118	0.6	3.6	0.25	10	0.08
42	69	189	2.8	8.4	0.25	10	0.08
43	150	62	0.6	1.2	0.25	10	0.08
-1
