Fixed cost (€/day)	Driver wage (€/h)	Max speed (km/h)	Weight (kg/unit)
400	18	80	200

a1(€/h)	b1(€/km)	c1(€ h^2/km^3)	d1(€/kg/km)	a2(€/h)	b2(€/km)	c2(€ h^2/km^3)	d2(€/kg/km)	s2(€/kg/day)
7.33	0.0945	0.0000382	0.0000149	2.42	0.0312	0.0000126	0.00000493	0.000136

Name	X(km)	Y(km)	demRate (units/day)	cap (units)	delTime (h)	delCost (€)	holdCost (€/unit/day)
DC	93	93	0	100	0.5	20	0
1	135	39	1.8	7.2	0.25	10	0.8
2	165	92	5.8	46.4	0.25	10	0.8
3	34	86	4.2	21	0.25	10	0.8
4	98	56	3.8	34.2	0.25	10	0.8
5	102	91	3.6	25.2	0.25	10	0.8
6	83	135	4.8	28.8	0.25	10	0.8
7	42	133	1.6	11.2	0.25	10	0.8
8	118	98	1.2	3.6	0.25	10	0.8
9	111	177	0.8	5.6	0.25	10	0.8
10	124	77	2	4	0.25	10	0.8
11	104	97	3.8	7.6	0.25	10	0.8
12	66	56	6.2	18.6	0.25	10	0.8
13	90	91	4.6	41.4	0.25	10	0.8
14	88	80	0.8	7.2	0.25	10	0.8
15	1	82	8.6	86	0.25	10	0.8
16	77	92	4.6	9.2	0.25	10	0.8
17	96	8	4.8	48	0.25	10	0.8
18	99	94	9.4	18.8	0.25	10	0.8
19	51	56	5.4	10.8	0.25	10	0.8
20	95	90	5.8	52.2	0.25	10	0.8
21	27	84	9.8	29.4	0.25	10	0.8
22	131	152	6.8	27.2	0.25	10	0.8
23	87	92	8.2	32.8	0.25	10	0.8
24	139	83	7.4	74	0.25	10	0.8
25	74	89	8	80	0.25	10	0.8
26	16	68	1.2	6	0.25	10	0.8
27	96	103	1.8	10.8	0.25	10	0.8
28	65	91	4.2	8.4	0.25	10	0.8
29	96	88	2	12	0.25	10	0.8
30	71	74	2.8	19.6	0.25	10	0.8
31	35	51	9.2	82.8	0.25	10	0.8
32	93	92	7.4	37	0.25	10	0.8
33	152	73	9	90	0.25	10	0.8
34	93	92	0.4	2	0.25	10	0.8
35	27	48	3	24	0.25	10	0.8
36	121	50	2	18	0.25	10	0.8
37	17	116	9	72	0.25	10	0.8
38	84	98	3.4	13.6	0.25	10	0.8
39	110	110	0.6	3.6	0.25	10	0.8
40	104	84	7.2	50.4	0.25	10	0.8
41	43	28	8	80	0.25	10	0.8
42	90	95	3.6	14.4	0.25	10	0.8
43	127	75	5.6	56	0.25	10	0.8
-1
