Fixed cost (€/day)	Driver wage (€/h)	Max speed (km/h)	Weight (kg/unit)
400	18	80	200

a1(€/h)	b1(€/km)	c1(€ h^2/km^3)	d1(€/kg/km)	a2(€/h)	b2(€/km)	c2(€ h^2/km^3)	d2(€/kg/km)	s2(€/kg/day)
7.33	0.0945	0.0000382	0.0000149	2.42	0.0312	0.0000126	0.00000493	0.000136

Name	X(km)	Y(km)	demRate (units/day)	cap (units)	delTime (h)	delCost (€)	holdCost (€/unit/day)
DC	160	160	0	100	0.5	20	0
1	249	88	6.4	12.8	0.25	10	0.8
2	116	179	8.4	42	0.25	10	0.8
3	140	123	8.6	68.8	0.25	10	0.8
4	169	148	1.6	3.2	0.25	10	0.8
5	99	208	8.2	49.2	0.25	10	0.8
6	125	57	2.6	10.4	0.25	10	0.8
7	163	70	3	21	0.25	10	0.8
8	30	232	1.6	4.8	0.25	10	0.8
9	160	160	0.8	8	0.25	10	0.8
10	175	156	8.2	32.8	0.25	10	0.8
11	198	205	8	16	0.25	10	0.8
12	251	150	6.2	12.4	0.25	10	0.8
13	237	91	7.8	54.6	0.25	10	0.8
14	19	209	0.6	5.4	0.25	10	0.8
15	119	58	2.8	16.8	0.25	10	0.8
16	207	139	2.4	24	0.25	10	0.8
17	262	160	5.2	52	0.25	10	0.8
18	104	170	1.2	8.4	0.25	10	0.8
19	238	230	1.4	4.2	0.25	10	0.8
20	190	164	5.8	11.6	0.25	10	0.8
21	168	128	7.4	66.6	0.25	10	0.8
22	160	148	1.2	7.2	0.25	10	0.8
23	101	57	6.4	32	0.25	10	0.8
24	153	144	7.4	51.8	0.25	10	0.8
25	153	111	9.4	65.8	0.25	10	0.8
26	160	139	5.4	10.8	0.25	10	0.8
27	111	90	2.4	16.8	0.25	10	0.8
28	159	153	3	27	0.25	10	0.8
29	273	178	9.8	68.6	0.25	10	0.8
30	187	96	0.2	1.8	0.25	10	0.8
31	80	77	5.4	21.6	0.25	10	0.8
32	140	200	7.6	38	0.25	10	0.8
33	156	211	10	40	0.25	10	0.8
34	144	240	7.6	68.4	0.25	10	0.8
35	88	117	6	36	0.25	10	0.8
36	157	162	3	6	0.25	10	0.8
37	119	152	2.2	19.8	0.25	10	0.8
38	200	259	6.2	62	0.25	10	0.8
39	255	213	3.2	12.8	0.25	10	0.8
40	266	160	9.4	37.6	0.25	10	0.8
41	151	142	0.2	1.6	0.25	10	0.8
42	177	117	5	20	0.25	10	0.8
43	202	144	8	80	0.25	10	0.8
44	290	212	1.4	4.2	0.25	10	0.8
45	178	157	4	40	0.25	10	0.8
46	116	129	4.8	14.4	0.25	10	0.8
47	106	165	7.4	74	0.25	10	0.8
48	208	207	3.2	16	0.25	10	0.8
49	226	262	3	24	0.25	10	0.8
50	62	99	4.4	8.8	0.25	10	0.8
51	157	168	4	40	0.25	10	0.8
52	154	43	6.2	43.4	0.25	10	0.8
53	175	166	1.2	8.4	0.25	10	0.8
54	293	181	3.8	7.6	0.25	10	0.8
55	213	105	0.6	1.8	0.25	10	0.8
56	257	186	2.6	15.6	0.25	10	0.8
57	109	178	4	32	0.25	10	0.8
58	80	274	5.8	46.4	0.25	10	0.8
59	180	189	9	45	0.25	10	0.8
60	165	170	9.4	84.6	0.25	10	0.8
61	175	173	3.2	32	0.25	10	0.8
62	187	218	2	6	0.25	10	0.8
63	234	116	4.4	17.6	0.25	10	0.8
64	121	52	7.2	50.4	0.25	10	0.8
65	138	164	6.2	43.4	0.25	10	0.8
66	184	171	9	63	0.25	10	0.8
67	205	60	1	2	0.25	10	0.8
68	139	132	9	27	0.25	10	0.8
69	258	245	5.6	33.6	0.25	10	0.8
70	135	148	3.4	6.8	0.25	10	0.8
71	161	158	7	21	0.25	10	0.8
72	187	220	9.8	39.2	0.25	10	0.8
73	159	160	4.8	33.6	0.25	10	0.8
74	114	17	6.4	32	0.25	10	0.8
75	64	153	8	64	0.25	10	0.8
76	61	54	9	63	0.25	10	0.8
77	181	193	7	14	0.25	10	0.8
78	173	147	9.8	78.4	0.25	10	0.8
79	118	236	9.6	86.4	0.25	10	0.8
80	270	249	6.4	19.2	0.25	10	0.8
81	127	105	8.6	51.6	0.25	10	0.8
82	39	204	7.8	62.4	0.25	10	0.8
83	72	122	1.6	16	0.25	10	0.8
84	78	86	1	4	0.25	10	0.8
85	199	132	9.8	39.2	0.25	10	0.8
86	203	76	4.8	24	0.25	10	0.8
87	263	253	9.8	98	0.25	10	0.8
88	170	167	9.8	98	0.25	10	0.8
89	168	227	2.8	8.4	0.25	10	0.8
90	34	136	9	27	0.25	10	0.8
91	96	206	9	36	0.25	10	0.8
92	195	96	1.8	5.4	0.25	10	0.8
93	153	119	5.6	39.2	0.25	10	0.8
94	182	129	9.6	38.4	0.25	10	0.8
95	189	115	1.6	6.4	0.25	10	0.8
96	140	17	8.8	70.4	0.25	10	0.8
97	272	217	2.6	5.2	0.25	10	0.8
98	127	192	8.4	58.8	0.25	10	0.8
99	183	174	1	3	0.25	10	0.8
100	160	160	2.4	9.6	0.25	10	0.8
101	45	174	2.4	14.4	0.25	10	0.8
102	143	139	0.6	2.4	0.25	10	0.8
103	160	304	6.2	43.4	0.25	10	0.8
104	100	108	5.6	16.8	0.25	10	0.8
105	139	127	8.8	17.6	0.25	10	0.8
106	85	200	8.4	84	0.25	10	0.8
107	198	56	8.4	16.8	0.25	10	0.8
108	93	130	2.8	11.2	0.25	10	0.8
-1
