Fixed cost (€/day)	Driver wage (€/h)	Max speed (km/h)	Weight (kg/unit)
400	18	80	200

a1(€/h)	b1(€/km)	c1(€ h^2/km^3)	d1(€/kg/km)	a2(€/h)	b2(€/km)	c2(€ h^2/km^3)	d2(€/kg/km)	s2(€/kg/day)
7.33	0.0945	0.0000382	0.0000149	2.42	0.0312	0.0000126	0.00000493	0.000136

Name	X(km)	Y(km)	demRate (units/day)	cap (units)	delTime (h)	delCost (€)	holdCost (€/unit/day)
DC	156	156	0	100	0.5	20	0
1	156	107	1.2	100	0.25	10	0.08
2	133	149	1	100	0.25	10	0.08
3	26	211	9.2	100	0.25	10	0.08
4	102	298	5.2	100	0.25	10	0.08
5	254	137	5.4	100	0.25	10	0.08
6	298	151	3	100	0.25	10	0.08
7	198	89	3	100	0.25	10	0.08
8	156	156	3.6	100	0.25	10	0.08
9	80	213	4.2	100	0.25	10	0.08
10	203	156	1.2	100	0.25	10	0.08
11	159	254	6.8	100	0.25	10	0.08
12	198	19	3.6	100	0.25	10	0.08
13	278	211	7.4	100	0.25	10	0.08
14	142	92	8.8	100	0.25	10	0.08
15	171	64	7	100	0.25	10	0.08
16	246	204	3.2	100	0.25	10	0.08
17	155	149	0.2	100	0.25	10	0.08
18	159	155	4.6	100	0.25	10	0.08
19	141	87	0.6	100	0.25	10	0.08
20	176	133	2.6	100	0.25	10	0.08
21	91	256	2.8	100	0.25	10	0.08
22	138	246	7.6	100	0.25	10	0.08
23	174	31	7	100	0.25	10	0.08
24	165	154	1	100	0.25	10	0.08
25	162	141	3.4	100	0.25	10	0.08
26	171	86	4.2	100	0.25	10	0.08
27	214	299	4.6	100	0.25	10	0.08
28	191	173	1.2	100	0.25	10	0.08
29	135	73	9.8	100	0.25	10	0.08
30	108	163	8.8	100	0.25	10	0.08
31	221	203	6.4	100	0.25	10	0.08
32	155	150	1	100	0.25	10	0.08
33	304	116	6.2	100	0.25	10	0.08
34	144	143	1.8	100	0.25	10	0.08
35	213	95	7	100	0.25	10	0.08
36	158	198	3	100	0.25	10	0.08
37	212	41	5	100	0.25	10	0.08
38	34	71	2.8	100	0.25	10	0.08
39	120	168	2.2	100	0.25	10	0.08
40	191	42	6	100	0.25	10	0.08
41	51	265	9.2	100	0.25	10	0.08
42	169	164	0.2	100	0.25	10	0.08
43	250	108	7.8	100	0.25	10	0.08
44	99	146	2.6	100	0.25	10	0.08
45	268	126	2.6	100	0.25	10	0.08
46	236	176	2	100	0.25	10	0.08
47	152	147	1	100	0.25	10	0.08
48	91	143	0.2	100	0.25	10	0.08
49	123	173	4.4	100	0.25	10	0.08
50	157	153	6.8	100	0.25	10	0.08
51	232	121	8.8	100	0.25	10	0.08
52	174	173	7	100	0.25	10	0.08
53	125	195	8.8	100	0.25	10	0.08
54	215	155	8.8	100	0.25	10	0.08
55	121	120	2.2	100	0.25	10	0.08
56	17	158	8.6	100	0.25	10	0.08
57	174	233	8	100	0.25	10	0.08
58	134	98	7.6	100	0.25	10	0.08
59	216	139	9.6	100	0.25	10	0.08
60	45	128	6.8	100	0.25	10	0.08
61	91	43	1.2	100	0.25	10	0.08
62	102	22	5.8	100	0.25	10	0.08
-1
