Fixed cost (€/day)	Driver wage (€/h)	Max speed (km/h)	Weight (kg/unit)
400	18	80	200

a1(€/h)	b1(€/km)	c1(€ h^2/km^3)	d1(€/kg/km)	a2(€/h)	b2(€/km)	c2(€ h^2/km^3)	d2(€/kg/km)	s2(€/kg/day)
7.33	0.0945	0.0000382	0.0000149	2.42	0.0312	0.0000126	0.00000493	0.000136

Name	X(km)	Y(km)	demRate (units/day)	cap (units)	delTime (h)	delCost (€)	holdCost (€/unit/day)
DC	80	80	0	100	0.5	20	0
1	16	50	4.8	24	0.25	10	0.8
2	128	105	0.2	0.8	0.25	10	0.8
3	76	77	8	64	0.25	10	0.8
4	54	116	9.2	92	0.25	10	0.8
5	126	139	6.4	57.6	0.25	10	0.8
6	40	131	10	50	0.25	10	0.8
7	76	80	7.2	43.2	0.25	10	0.8
8	21	103	2.4	9.6	0.25	10	0.8
9	58	28	7.8	39	0.25	10	0.8
10	114	105	9.6	96	0.25	10	0.8
11	104	70	2.8	25.2	0.25	10	0.8
12	75	81	6	24	0.25	10	0.8
13	92	64	0.4	1.2	0.25	10	0.8
14	130	53	2.2	17.6	0.25	10	0.8
15	8	95	2.4	14.4	0.25	10	0.8
16	85	43	8.4	84	0.25	10	0.8
17	89	32	5	35	0.25	10	0.8
18	117	13	8.4	33.6	0.25	10	0.8
19	49	113	3.8	34.2	0.25	10	0.8
20	5	88	0.2	0.6	0.25	10	0.8
21	55	20	0.4	1.6	0.25	10	0.8
22	102	148	2.2	22	0.25	10	0.8
23	115	95	4.2	42	0.25	10	0.8
24	128	98	3.6	28.8	0.25	10	0.8
25	75	54	2.2	8.8	0.25	10	0.8
26	73	38	8.6	86	0.25	10	0.8
27	73	82	5.4	21.6	0.25	10	0.8
28	94	92	5	20	0.25	10	0.8
29	131	93	3.2	16	0.25	10	0.8
30	114	98	6.6	59.4	0.25	10	0.8
31	93	119	4.8	14.4	0.25	10	0.8
32	77	90	1.2	9.6	0.25	10	0.8
33	53	45	5	50	0.25	10	0.8
34	98	17	0.2	0.8	0.25	10	0.8
35	85	95	1.8	3.6	0.25	10	0.8
36	60	58	0.8	1.6	0.25	10	0.8
37	86	52	6.8	68	0.25	10	0.8
38	47	70	7.2	14.4	0.25	10	0.8
39	76	118	9.6	28.8	0.25	10	0.8
40	58	113	4.4	8.8	0.25	10	0.8
41	100	71	8.6	68.8	0.25	10	0.8
42	141	86	5.2	46.8	0.25	10	0.8
43	79	81	9.8	88.2	0.25	10	0.8
44	67	80	7.4	59.2	0.25	10	0.8
45	69	134	0.8	3.2	0.25	10	0.8
46	73	81	3	12	0.25	10	0.8
47	114	64	4.2	8.4	0.25	10	0.8
48	70	21	10	90	0.25	10	0.8
49	79	77	8.8	79.2	0.25	10	0.8
50	120	60	2	12	0.25	10	0.8
51	131	101	3	30	0.25	10	0.8
52	77	53	0.4	3.6	0.25	10	0.8
53	82	83	6	18	0.25	10	0.8
54	115	34	6.4	64	0.25	10	0.8
55	59	70	0.4	4	0.25	10	0.8
56	16	78	7	21	0.25	10	0.8
57	71	76	0.4	1.6	0.25	10	0.8
58	114	66	10	100	0.25	10	0.8
59	2	90	4.6	41.4	0.25	10	0.8
60	81	118	9.6	28.8	0.25	10	0.8
61	80	78	2.2	17.6	0.25	10	0.8
62	8	74	2	10	0.25	10	0.8
63	94	58	6.2	24.8	0.25	10	0.8
64	13	117	8.2	65.6	0.25	10	0.8
65	62	103	1.2	12	0.25	10	0.8
66	76	78	10	20	0.25	10	0.8
67	60	55	1	8	0.25	10	0.8
68	78	83	7.4	29.6	0.25	10	0.8
69	72	25	5.4	54	0.25	10	0.8
70	65	88	1.8	16.2	0.25	10	0.8
71	81	78	6.4	25.6	0.25	10	0.8
72	113	92	5.6	33.6	0.25	10	0.8
73	73	66	2.8	25.2	0.25	10	0.8
74	139	72	0.6	5.4	0.25	10	0.8
75	80	80	9	90	0.25	10	0.8
76	131	141	6.4	51.2	0.25	10	0.8
77	109	105	5.4	37.8	0.25	10	0.8
78	80	80	3.4	34	0.25	10	0.8
79	32	84	5.4	27	0.25	10	0.8
80	67	97	8.4	75.6	0.25	10	0.8
81	126	131	6.6	52.8	0.25	10	0.8
-1
