Fixed cost (€/day)	Driver wage (€/h)	Max speed (km/h)	Weight (kg/unit)
400	18	80	200

a1(€/h)	b1(€/km)	c1(€ h^2/km^3)	d1(€/kg/km)	a2(€/h)	b2(€/km)	c2(€ h^2/km^3)	d2(€/kg/km)	s2(€/kg/day)
7.33	0.0945	0.0000382	0.0000149	2.42	0.0312	0.0000126	0.00000493	0.000136

Name	X(km)	Y(km)	demRate (units/day)	cap (units)	delTime (h)	delCost (€)	holdCost (€/unit/day)
DC	93	93	0	100	0.5	20	0
1	93	92	4.2	29.4	0.25	10	0.8
2	89	57	0.2	1.2	0.25	10	0.8
3	129	121	4.6	32.2	0.25	10	0.8
4	118	84	2.4	4.8	0.25	10	0.8
5	112	176	1.6	3.2	0.25	10	0.8
6	77	106	10	100	0.25	10	0.8
7	92	97	5.8	46.4	0.25	10	0.8
8	120	102	5.2	26	0.25	10	0.8
9	56	20	9	45	0.25	10	0.8
10	156	55	0.4	1.2	0.25	10	0.8
11	95	56	1.8	14.4	0.25	10	0.8
12	35	155	6.6	39.6	0.25	10	0.8
13	125	80	9.6	28.8	0.25	10	0.8
14	62	162	9.2	64.4	0.25	10	0.8
15	107	147	1	5	0.25	10	0.8
16	42	114	0.6	3.6	0.25	10	0.8
17	53	131	7.2	28.8	0.25	10	0.8
18	114	165	5.2	31.2	0.25	10	0.8
19	60	178	5.2	26	0.25	10	0.8
20	128	73	0.2	1.4	0.25	10	0.8
21	135	37	9.8	88.2	0.25	10	0.8
22	99	88	5	40	0.25	10	0.8
23	94	93	7.6	38	0.25	10	0.8
24	126	114	8	48	0.25	10	0.8
25	80	128	1.2	7.2	0.25	10	0.8
26	50	130	6	30	0.25	10	0.8
27	96	99	8.2	41	0.25	10	0.8
28	80	178	7.6	53.2	0.25	10	0.8
29	101	52	7.2	43.2	0.25	10	0.8
30	38	80	3.8	19	0.25	10	0.8
31	120	167	4.2	33.6	0.25	10	0.8
32	35	29	3	24	0.25	10	0.8
33	135	72	1.4	7	0.25	10	0.8
34	80	173	9.6	28.8	0.25	10	0.8
35	155	127	5.2	10.4	0.25	10	0.8
36	45	85	8.2	49.2	0.25	10	0.8
37	112	110	4.8	14.4	0.25	10	0.8
38	108	71	6.2	62	0.25	10	0.8
39	123	158	1.2	2.4	0.25	10	0.8
40	119	61	6	36	0.25	10	0.8
41	137	100	6.8	40.8	0.25	10	0.8
42	99	94	8.4	33.6	0.25	10	0.8
43	88	165	8	64	0.25	10	0.8
44	76	103	7	14	0.25	10	0.8
45	177	119	3.6	18	0.25	10	0.8
46	48	61	1	2	0.25	10	0.8
47	89	70	6.4	19.2	0.25	10	0.8
48	93	77	5.6	56	0.25	10	0.8
49	167	75	7.4	59.2	0.25	10	0.8
50	89	123	1.2	3.6	0.25	10	0.8
51	57	81	0.8	1.6	0.25	10	0.8
52	94	93	3	30	0.25	10	0.8
53	118	12	2.6	10.4	0.25	10	0.8
54	98	25	2.4	7.2	0.25	10	0.8
55	125	69	6.2	43.4	0.25	10	0.8
56	25	108	1.8	14.4	0.25	10	0.8
57	156	154	5	40	0.25	10	0.8
58	129	112	6	36	0.25	10	0.8
59	75	118	2.2	6.6	0.25	10	0.8
60	35	136	10	80	0.25	10	0.8
61	174	48	6	18	0.25	10	0.8
62	93	91	8.8	17.6	0.25	10	0.8
63	138	133	1.2	7.2	0.25	10	0.8
64	77	112	6	48	0.25	10	0.8
65	67	18	2.2	13.2	0.25	10	0.8
66	110	82	2.6	13	0.25	10	0.8
67	120	108	8.8	52.8	0.25	10	0.8
68	61	112	7.4	51.8	0.25	10	0.8
69	102	23	9.8	39.2	0.25	10	0.8
70	105	18	3.6	32.4	0.25	10	0.8
71	83	106	4.6	9.2	0.25	10	0.8
72	111	131	4.2	29.4	0.25	10	0.8
73	99	115	4	20	0.25	10	0.8
74	84	98	1.4	11.2	0.25	10	0.8
75	88	61	6	36	0.25	10	0.8
76	89	94	5	40	0.25	10	0.8
77	81	176	6.6	66	0.25	10	0.8
78	51	101	1.4	8.4	0.25	10	0.8
79	93	93	3.4	17	0.25	10	0.8
80	37	123	8	40	0.25	10	0.8
81	103	132	6.2	43.4	0.25	10	0.8
82	153	80	1.4	11.2	0.25	10	0.8
83	60	166	6.4	51.2	0.25	10	0.8
84	135	72	4.8	48	0.25	10	0.8
85	95	95	2	6	0.25	10	0.8
86	148	73	9	45	0.25	10	0.8
87	83	95	6.2	12.4	0.25	10	0.8
88	13	130	6	36	0.25	10	0.8
89	114	41	6.2	49.6	0.25	10	0.8
90	115	44	2.6	23.4	0.25	10	0.8
91	175	80	8	80	0.25	10	0.8
92	24	124	6.6	19.8	0.25	10	0.8
93	69	120	9.4	56.4	0.25	10	0.8
-1
