Fixed cost (€/day)	Driver wage (€/h)	Max speed (km/h)	Weight (kg/unit)
400	18	80	200

a1(€/h)	b1(€/km)	c1(€ h^2/km^3)	d1(€/kg/km)	a2(€/h)	b2(€/km)	c2(€ h^2/km^3)	d2(€/kg/km)	s2(€/kg/day)
7.33	0.0945	0.0000382	0.0000149	2.42	0.0312	0.0000126	0.00000493	0.000136

Name	X(km)	Y(km)	demRate (units/day)	cap (units)	delTime (h)	delCost (€)	holdCost (€/unit/day)
DC	150	150	0	100	0.5	20	0
1	131	127	3	12	0.25	10	0.08
2	53	105	2.6	13	0.25	10	0.08
3	209	234	8	56	0.25	10	0.08
4	214	107	9.4	65.8	0.25	10	0.08
5	227	136	9	72	0.25	10	0.08
6	125	213	7.2	21.6	0.25	10	0.08
7	136	63	0.6	1.8	0.25	10	0.08
8	183	7	5.2	20.8	0.25	10	0.08
9	113	139	9	54	0.25	10	0.08
10	118	206	8.6	60.2	0.25	10	0.08
11	152	25	1.8	5.4	0.25	10	0.08
12	161	148	6.8	13.6	0.25	10	0.08
13	294	119	5.4	10.8	0.25	10	0.08
14	145	169	2.2	13.2	0.25	10	0.08
15	117	93	0.4	3.6	0.25	10	0.08
16	150	150	5.8	58	0.25	10	0.08
17	206	256	0.6	1.8	0.25	10	0.08
18	114	231	6	42	0.25	10	0.08
19	124	105	0.2	0.6	0.25	10	0.08
20	34	150	1.2	10.8	0.25	10	0.08
21	151	167	7.4	74	0.25	10	0.08
22	80	23	7.2	14.4	0.25	10	0.08
23	155	148	6.4	51.2	0.25	10	0.08
24	23	137	5.2	46.8	0.25	10	0.08
25	157	176	7	56	0.25	10	0.08
26	137	175	4	36	0.25	10	0.08
27	127	163	0.8	4.8	0.25	10	0.08
28	247	218	3	21	0.25	10	0.08
29	119	48	9.4	94	0.25	10	0.08
30	162	63	5.4	32.4	0.25	10	0.08
31	180	140	8.2	82	0.25	10	0.08
32	272	185	7.4	66.6	0.25	10	0.08
33	67	132	7.8	62.4	0.25	10	0.08
34	86	111	2.6	5.2	0.25	10	0.08
35	148	155	8	80	0.25	10	0.08
36	234	114	9	90	0.25	10	0.08
37	105	150	5.4	27	0.25	10	0.08
38	209	276	9.2	92	0.25	10	0.08
39	204	81	1.6	16	0.25	10	0.08
40	233	190	2	18	0.25	10	0.08
