Fixed cost (€/day)	Driver wage (€/h)	Max speed (km/h)	Weight (kg/unit)
400	18	80	200

a1(€/h)	b1(€/km)	c1(€ h^2/km^3)	d1(€/kg/km)	a2(€/h)	b2(€/km)	c2(€ h^2/km^3)	d2(€/kg/km)	s2(€/kg/day)
7.33	0.0945	0.0000382	0.0000149	2.42	0.0312	0.0000126	0.00000493	0.000136

Name	X(km)	Y(km)	demRate (units/day)	cap (units)	delTime (h)	delCost (€)	holdCost (€/unit/day)
DC	160	160	0	100	0.5	20	0
1	249	88	6.4	100	0.25	10	0.08
2	116	179	8.4	100	0.25	10	0.08
3	140	123	8.6	100	0.25	10	0.08
4	169	148	1.6	100	0.25	10	0.08
5	99	208	8.2	100	0.25	10	0.08
6	125	57	2.6	100	0.25	10	0.08
7	163	70	3	100	0.25	10	0.08
8	30	232	1.6	100	0.25	10	0.08
9	160	160	0.8	100	0.25	10	0.08
10	175	156	8.2	100	0.25	10	0.08
11	198	205	8	100	0.25	10	0.08
12	251	150	6.2	100	0.25	10	0.08
13	237	91	7.8	100	0.25	10	0.08
14	19	209	0.6	100	0.25	10	0.08
15	119	58	2.8	100	0.25	10	0.08
16	207	139	2.4	100	0.25	10	0.08
17	262	160	5.2	100	0.25	10	0.08
18	104	170	1.2	100	0.25	10	0.08
19	238	230	1.4	100	0.25	10	0.08
20	190	164	5.8	100	0.25	10	0.08
21	168	128	7.4	100	0.25	10	0.08
22	160	148	1.2	100	0.25	10	0.08
23	101	57	6.4	100	0.25	10	0.08
24	153	144	7.4	100	0.25	10	0.08
25	153	111	9.4	100	0.25	10	0.08
26	160	139	5.4	100	0.25	10	0.08
27	111	90	2.4	100	0.25	10	0.08
28	159	153	3	100	0.25	10	0.08
29	273	178	9.8	100	0.25	10	0.08
30	187	96	0.2	100	0.25	10	0.08
31	80	77	5.4	100	0.25	10	0.08
32	140	200	7.6	100	0.25	10	0.08
33	156	211	10	100	0.25	10	0.08
34	144	240	7.6	100	0.25	10	0.08
35	88	117	6	100	0.25	10	0.08
36	157	162	3	100	0.25	10	0.08
37	119	152	2.2	100	0.25	10	0.08
38	200	259	6.2	100	0.25	10	0.08
39	255	213	3.2	100	0.25	10	0.08
40	266	160	9.4	100	0.25	10	0.08
41	151	142	0.2	100	0.25	10	0.08
42	177	117	5	100	0.25	10	0.08
43	202	144	8	100	0.25	10	0.08
44	290	212	1.4	100	0.25	10	0.08
45	178	157	4	100	0.25	10	0.08
46	116	129	4.8	100	0.25	10	0.08
47	106	165	7.4	100	0.25	10	0.08
48	208	207	3.2	100	0.25	10	0.08
49	226	262	3	100	0.25	10	0.08
50	62	99	4.4	100	0.25	10	0.08
51	157	168	4	100	0.25	10	0.08
52	154	43	6.2	100	0.25	10	0.08
53	175	166	1.2	100	0.25	10	0.08
54	293	181	3.8	100	0.25	10	0.08
55	213	105	0.6	100	0.25	10	0.08
56	257	186	2.6	100	0.25	10	0.08
57	109	178	4	100	0.25	10	0.08
58	80	274	5.8	100	0.25	10	0.08
59	180	189	9	100	0.25	10	0.08
60	165	170	9.4	100	0.25	10	0.08
61	175	173	3.2	100	0.25	10	0.08
62	187	218	2	100	0.25	10	0.08
63	234	116	4.4	100	0.25	10	0.08
64	121	52	7.2	100	0.25	10	0.08
65	138	164	6.2	100	0.25	10	0.08
66	184	171	9	100	0.25	10	0.08
67	205	60	1	100	0.25	10	0.08
68	139	132	9	100	0.25	10	0.08
69	258	245	5.6	100	0.25	10	0.08
70	135	148	3.4	100	0.25	10	0.08
71	161	158	7	100	0.25	10	0.08
72	187	220	9.8	100	0.25	10	0.08
73	159	160	4.8	100	0.25	10	0.08
74	114	17	6.4	100	0.25	10	0.08
75	64	153	8	100	0.25	10	0.08
76	61	54	9	100	0.25	10	0.08
77	181	193	7	100	0.25	10	0.08
78	173	147	9.8	100	0.25	10	0.08
79	118	236	9.6	100	0.25	10	0.08
80	270	249	6.4	100	0.25	10	0.08
81	127	105	8.6	100	0.25	10	0.08
82	39	204	7.8	100	0.25	10	0.08
83	72	122	1.6	100	0.25	10	0.08
84	78	86	1	100	0.25	10	0.08
85	199	132	9.8	100	0.25	10	0.08
86	203	76	4.8	100	0.25	10	0.08
87	263	253	9.8	100	0.25	10	0.08
88	170	167	9.8	100	0.25	10	0.08
89	168	227	2.8	100	0.25	10	0.08
90	34	136	9	100	0.25	10	0.08
91	96	206	9	100	0.25	10	0.08
92	195	96	1.8	100	0.25	10	0.08
93	153	119	5.6	100	0.25	10	0.08
94	182	129	9.6	100	0.25	10	0.08
95	189	115	1.6	100	0.25	10	0.08
96	140	17	8.8	100	0.25	10	0.08
97	272	217	2.6	100	0.25	10	0.08
98	127	192	8.4	100	0.25	10	0.08
99	183	174	1	100	0.25	10	0.08
100	160	160	2.4	100	0.25	10	0.08
101	45	174	2.4	100	0.25	10	0.08
102	143	139	0.6	100	0.25	10	0.08
103	160	304	6.2	100	0.25	10	0.08
104	100	108	5.6	100	0.25	10	0.08
105	139	127	8.8	100	0.25	10	0.08
106	85	200	8.4	100	0.25	10	0.08
107	198	56	8.4	100	0.25	10	0.08
108	93	130	2.8	100	0.25	10	0.08
-1
