Fixed cost (€/day)	Driver wage (€/h)	Max speed (km/h)	Weight (kg/unit)
400	18	80	200

a1(€/h)	b1(€/km)	c1(€ h^2/km^3)	d1(€/kg/km)	a2(€/h)	b2(€/km)	c2(€ h^2/km^3)	d2(€/kg/km)	s2(€/kg/day)
7.33	0.0945	0.0000382	0.0000149	2.42	0.0312	0.0000126	0.00000493	0.000136

Name	X(km)	Y(km)	demRate (units/day)	cap (units)	delTime (h)	delCost (€)	holdCost (€/unit/day)
DC	173	173	0	100	0.5	20	0
1	271	290	4.6	100	0.25	10	0.08
2	249	160	8.4	100	0.25	10	0.08
3	205	81	4	100	0.25	10	0.08
4	184	262	9.8	100	0.25	10	0.08
5	144	167	5.6	100	0.25	10	0.08
6	135	126	9	100	0.25	10	0.08
7	21	173	7.4	100	0.25	10	0.08
8	206	218	0.2	100	0.25	10	0.08
9	162	158	7.8	100	0.25	10	0.08
10	246	134	7.2	100	0.25	10	0.08
11	183	184	5.2	100	0.25	10	0.08
12	169	225	5.6	100	0.25	10	0.08
13	66	194	9.2	100	0.25	10	0.08
14	237	189	4	100	0.25	10	0.08
15	319	96	0.6	100	0.25	10	0.08
16	18	217	1.4	100	0.25	10	0.08
17	92	26	7.2	100	0.25	10	0.08
18	199	137	4.2	100	0.25	10	0.08
19	193	186	0.8	100	0.25	10	0.08
20	124	284	0.2	100	0.25	10	0.08
21	14	124	3	100	0.25	10	0.08
22	93	279	4.6	100	0.25	10	0.08
23	164	176	6.4	100	0.25	10	0.08
24	197	22	5.8	100	0.25	10	0.08
25	167	257	2.6	100	0.25	10	0.08
26	265	230	9.8	100	0.25	10	0.08
27	178	178	2.6	100	0.25	10	0.08
28	179	205	2	100	0.25	10	0.08
29	309	207	1.2	100	0.25	10	0.08
30	226	133	7.8	100	0.25	10	0.08
31	35	259	2.4	100	0.25	10	0.08
32	28	142	7	100	0.25	10	0.08
33	201	277	3.6	100	0.25	10	0.08
34	72	79	7	100	0.25	10	0.08
35	262	106	5	100	0.25	10	0.08
36	225	167	4.4	100	0.25	10	0.08
37	175	159	2.2	100	0.25	10	0.08
38	162	197	7	100	0.25	10	0.08
39	243	98	0.6	100	0.25	10	0.08
40	212	178	6.4	100	0.25	10	0.08
41	85	143	10	100	0.25	10	0.08
42	51	151	5.8	100	0.25	10	0.08
43	235	280	6.4	100	0.25	10	0.08
44	84	233	5.4	100	0.25	10	0.08
45	174	208	0.4	100	0.25	10	0.08
46	177	179	5	100	0.25	10	0.08
47	150	199	1.4	100	0.25	10	0.08
48	191	184	7.4	100	0.25	10	0.08
49	129	328	4.6	100	0.25	10	0.08
50	182	173	2.8	100	0.25	10	0.08
51	205	185	7.8	100	0.25	10	0.08
52	168	156	1.4	100	0.25	10	0.08
53	160	90	3.2	100	0.25	10	0.08
54	174	184	1.6	100	0.25	10	0.08
55	165	142	6.8	100	0.25	10	0.08
56	176	173	7.2	100	0.25	10	0.08
57	185	239	10	100	0.25	10	0.08
58	282	271	6.8	100	0.25	10	0.08
59	120	172	2.6	100	0.25	10	0.08
60	164	157	9.6	100	0.25	10	0.08
61	256	164	1.8	100	0.25	10	0.08
62	135	136	5.8	100	0.25	10	0.08
63	201	254	2.8	100	0.25	10	0.08
64	185	192	5.8	100	0.25	10	0.08
65	230	208	5	100	0.25	10	0.08
66	142	157	7.4	100	0.25	10	0.08
67	211	239	8.8	100	0.25	10	0.08
68	294	199	6.4	100	0.25	10	0.08
69	152	272	3.8	100	0.25	10	0.08
70	223	254	7	100	0.25	10	0.08
71	234	75	1.6	100	0.25	10	0.08
72	208	51	9.8	100	0.25	10	0.08
73	304	63	8.8	100	0.25	10	0.08
74	115	84	10	100	0.25	10	0.08
75	325	132	3.4	100	0.25	10	0.08
76	192	112	8.2	100	0.25	10	0.08
77	112	128	5.2	100	0.25	10	0.08
78	311	273	3.8	100	0.25	10	0.08
79	145	103	1.6	100	0.25	10	0.08
80	162	251	5	100	0.25	10	0.08
81	127	227	9.6	100	0.25	10	0.08
82	146	272	0.2	100	0.25	10	0.08
83	25	157	3.2	100	0.25	10	0.08
84	128	85	5.2	100	0.25	10	0.08
85	216	159	0.2	100	0.25	10	0.08
86	180	148	8.2	100	0.25	10	0.08
87	46	164	8	100	0.25	10	0.08
88	199	117	5	100	0.25	10	0.08
89	250	184	2.6	100	0.25	10	0.08
90	188	176	9.8	100	0.25	10	0.08
91	169	51	8.2	100	0.25	10	0.08
92	188	211	2.6	100	0.25	10	0.08
93	138	304	1.6	100	0.25	10	0.08
94	286	134	8.8	100	0.25	10	0.08
95	52	119	9.2	100	0.25	10	0.08
96	178	142	8.4	100	0.25	10	0.08
97	226	41	2.4	100	0.25	10	0.08
98	185	175	0.4	100	0.25	10	0.08
99	169	300	8	100	0.25	10	0.08
100	146	5	9.8	100	0.25	10	0.08
101	235	85	9.8	100	0.25	10	0.08
102	151	136	7.2	100	0.25	10	0.08
103	92	114	9.6	100	0.25	10	0.08
-1
