Fixed cost (€/day)	Driver wage (€/h)	Max speed (km/h)	Weight (kg/unit)
400	18	80	200

a1(€/h)	b1(€/km)	c1(€ h^2/km^3)	d1(€/kg/km)	a2(€/h)	b2(€/km)	c2(€ h^2/km^3)	d2(€/kg/km)	s2(€/kg/day)
7.33	0.0945	0.0000382	0.0000149	2.42	0.0312	0.0000126	0.00000493	0.000136

Name	X(km)	Y(km)	demRate (units/day)	cap (units)	delTime (h)	delCost (€)	holdCost (€/unit/day)
DC	153	153	0	100	0.5	20	0
1	203	180	9	100	0.25	10	0.08
2	178	168	1	100	0.25	10	0.08
3	117	161	2	100	0.25	10	0.08
4	157	158	4.2	100	0.25	10	0.08
5	148	157	8.4	100	0.25	10	0.08
6	152	152	9.2	100	0.25	10	0.08
7	131	138	6.4	100	0.25	10	0.08
8	150	168	3	100	0.25	10	0.08
9	51	120	8.8	100	0.25	10	0.08
10	131	133	0.8	100	0.25	10	0.08
11	255	224	7.4	100	0.25	10	0.08
12	46	228	2.2	100	0.25	10	0.08
13	127	303	5.8	100	0.25	10	0.08
14	191	183	1.2	100	0.25	10	0.08
15	143	158	5.2	100	0.25	10	0.08
16	267	149	6.2	100	0.25	10	0.08
17	114	115	8.6	100	0.25	10	0.08
18	104	187	0.4	100	0.25	10	0.08
19	48	251	7.8	100	0.25	10	0.08
20	214	16	7.8	100	0.25	10	0.08
21	104	121	6.8	100	0.25	10	0.08
22	153	153	4.4	100	0.25	10	0.08
23	150	160	4	100	0.25	10	0.08
24	109	63	1.4	100	0.25	10	0.08
25	275	157	10	100	0.25	10	0.08
26	175	31	3.4	100	0.25	10	0.08
27	105	219	5.2	100	0.25	10	0.08
28	141	266	2	100	0.25	10	0.08
29	270	163	8.6	100	0.25	10	0.08
30	171	122	4.8	100	0.25	10	0.08
31	169	138	0.4	100	0.25	10	0.08
32	230	207	7.6	100	0.25	10	0.08
33	35	149	0.6	100	0.25	10	0.08
-1
